"","id","lang","previous"
"1396","s17518","rum","similar la modul general, da, adică studiu psihologic, dar cred că puține studii au fost realizate în această manieră"
"1397","s17526","rum","O data.Era tot un studiu de acest gen ,tot pentru cercetarea din cadrul facultatii"
"1398","s17534","rum","Da. Am participat in an II la psihodiagnosticul aptitudinilor si psihologia santatii.."
"1399","s17543","rum","Da, dar nu imi aduc acum aminte toate detaliile."
"1400","s17563","rum","Nu am participat la un studiu similar. "
"1401","s17580","rum","Similar nu, dar as  mai participa "
"1402","s17603","rum","da,am participat, dar nu mai stiu numele studiului, tot ceea ce stiu este ca , la fel, am avut 3 povesti , una dintre ele era cu un soldat pe un pod care trebuia sa salveze 5 oameni. Atat imi aduc aminte "
"1403","s17618","rum","Nu am participat la un studiu similar . "
"1404","s17682","ger","ja, Studie über Umwelt "
"1405","s17697","ger","Nein, noch nie."
"1406","s17703","ger","Ja, aber ich erinnere mich nicht mehr an Details."
"1407","s17716","ger","Es gab einige, kann mich aber nicht wirklich erinnern. Bei einer ging es um das Thema Nachhaltigkeit"
"1408","s17729","ger","Nein, nicht wirklich."
"1409","s17745","ger","Ja, sehr ähnlich, kann mich an die Unterschiede nicht mehr erinnern. "
"1410","s17757","ger","Nein, jedoch habe ich während meines Studiums (nicht Psychologie) ab und zu an Studien der psychologischen Fakultät teilgenommen. "
"1411","s17789","ger","Nein noch nie."
"1412","s17823","ger","u.a. vor ca. 40 Jahren am Psychologischen Institut Heidelberg ... es ging glaube ich um die Bewertung von visuell dargestellten Situationen "
"1413","s17911","ger","Ja war eine Studie über Pokemon von einem Studenten. Inhalt weis ich leider nicht mehr. Zu lang her. "
"1414","s18022","ger","Nein , noch nie aber immer wieder gerne"
"1415","s18037","ger","ja mindestens zwei der drei szenarien waren genau gleich gewesen bei der anderen studie"
"1416","s18042","ger","Nein habe ich noch nicht."
"1417","s18090","ger","nein Danke"
"1418","s18091","ger","Noch nicht."
"1419","s18104","ger","Nein, habe ich noch nicht. Ich kenne jemand der die Verwendung von Fachsprachen wissenschaftlich untersucht hat. Da habe ich bei der Mathematik ausgeholfen. Ich glaube das beeinflusst mich."
"1420","s18118","ger","Ich habe bei der Pisa Studie mitgemacht"
"1421","s18166","pol","Nie :)"
"1422","s18206","ger",".."
"1423","s18380","ger","Ja, ähnliche Studien mit anderen Texten."
"1424","s18584","ger","nein (Teilnahme nur an Studien in nicht psychologischem Kontext)."
"1425","s18648","ger","Nicht zu dem Bereich"
"1426","s18674","ger","Ich habe bis jetzt nur im Rahmen des gesellschaftswissenschaftlichen Kernstudiums an Studien im Rahmen der Lerntheorien teilgenommen."
"1427","s18686","ger","Ich habe bisher an keiner ähnlichen Studie teilgenommen."
"1428","s18754","ger","Nein, habe ich nicht."
"1429","s18766","ger","ja, gleiche Texte, gleiche Fragen "
"1430","s18771","ger","Ja, ich denke es war die gleiche, allerdings letztes oder vorletztes Semester. "
"1431","s18800","ger","Nein - sie war eher ungewöhnlich"
"1432","s18946","ger","np"
"1433","s18970","ger","Nein, ich habe an keiner anderen Studie teilgenommen."
"1434","s18978","ger","Nein. "
"1435","s18983","ger","Nein.
Andere Studien an denen ich teilnahm waren wesentlich leichter (waren aber auch keine Studien zur Psychologie)."
"1436","s19088","ger","Nicht an einer psychologischen."
"1437","s19109","ger","Wenn ich mich richtig errinere habe ich noch nie an so einer Studie teilgenommen "
"1438","s19161","ger","Nein, noch nicht."
"1439","s19176","ger","Ja"
"1440","s19185","pol","nie pamiętam"
"1441","s19188","ger","nein, sowas noch nie"
"1442","s19213","ger","Ja, dabei ging es um den Medienkonsum der Deutschengesellschaft"
"1443","s19216","ger","Nicht direkt. Die vorliegende Studie hat mich ein bisschen an den Sally-and-Anne Task erinnert. "
"1444","s19265","ger","Ja, an mehreren, erinnere mich aber nicht mehr an deren Inhalt.
"
"1445","s19302","ger","Es handelte sich hierbei um eine Wirtschaftsumfrage der Uni Köln, in der ethisches Handeln bezüglich des eigenen Kapitals abgefragt wurde."
"1446","s19360","ger","."
"1447","s19365","ger","Ich habe noch nie an einer Psychologischen Studie teilgenommen."
"1448","s19371","ger","Keine Studien bisher!"
"1449","s19373","eng","x"
"1450","s19396","ger","ne"
"1451","s19443","ger","Nein, ich habe noch nie an einer solchen Studie teilgenommen."
"1452","s19451","ger","?"
"1453","s19489","ger","Nein ich habe noch an keiner ähnlichen Studie teilgenommen."
"1454","s19514","ger","Ähnliche Texte und Fragen"
"1455","s19554","ger","nein. "
"1456","s19632","ger","nein."
"1457","s19676","ger","nö"
"1458","s19725","gre","Όχι."
"1459","s19964","ger","Meine letzte Studie hat sich mit Werten im Alltag beschäftigt "
"1460","s19990","rum","NU"
"1461","s20082","hun","s"
"1462","s20135","hun","Korábban még nem vettem részt hasonló kísérletben."
"1463","s20136","hun","Korrábban olyan kísérletben még nem vettem részt ahol történetek alapján kellett kérdésekre válaszolni, és ilyen csúszkát kell használni."
"1464","s20144","hun","Nem vettem részt hasonló kísérletben"
"1465","s20146","hun","Nem vettem még rész hasonló kísérletben."
"1466","s20157","hun","Igen, korábbi félévben a Pszichológiai kísérletek és tudományos aktivitásban való részvétel kurzuson."
"1467","s20174","hun","Nem vettem még részt semmilyen kísérletben."
"1468","s20177","hun","Nem vettem részt."
"1469","s20179","hun","Sajnos még nem vettem részt hasonló kísérletben. "
"1470","s20187","hun","Nem emlékszem, hogy lett volna ilyen."
"1471","s20189","hun","még nem vettem részt, ez volt az első"
"1472","s20191","hun","Még nem vettem részt hasonló kísérletben "
"1473","s20193","hun","Még nem vettem részt hasonló kísérletben."
"1474","s20197","hun","Nem vettem még részt eddig kísérletben."
"1475","s20199","hun","Még soha nem vettem részt hasonló kísérletben."
"1476","s20207","hun","Nem még."
"1477","s20208","hun","konkrétan ilyen témájúban nem, de pszichológiai kísérletben való részvétel kurzus keretein belül több pszichológiai kutatásban vettem ilyen módon részt"
"1478","s20209","hun","Még nem vettem részt hasonló kísérletben."
"1479","s20210","hun","Még nem vettem részt hasonló kísérletben."
"1480","s20211","hun","Nem vettem részt még kísérletben."
"1481","s20212","hun","Nem vettem részt"
"1482","s20216","hun","hát ez a második kitöltésem, mert az elsőnél nem engedte jóváírni a pontot"
"1483","s20217","hun","Ezelőtt nem."
"1484","s20220","hun","Vettem már részt hasonló kísérletben. Metaforák jelentését, hatását vizsgálták a kutatók."
"1485","s20230","hun","Még nem vettem részt hasonló kísérletben."
"1486","s20232","hun","Nem vettem részt hasonló kísérletben ez előtt."
"1487","s20233","hun","Nem, még nem vettem részt hasonló kísérletben."
"1488","s20235","hun","..."
"1489","s20236","hun","Nem "
"1490","s20247","hun","nem."
"1491","s20248","hun","Igen, online kérdőív kitöltésében már igen."
"1492","s20249","hun","Még nem vettem részt, de ha ilyen érdekesek lesznek akkor biztosan lesz még rá alkalom."
"1493","s20255","hun","Ehhez hasonlóban úgy elmékszem, hogy még nem, nem volt ismerős. (Nagyon régen, évekkel ezelőtt vettem utoljára részt kísérletekben.)"
"1494","s20257","hun","nem "
"1495","s20260","hun","nem "
"1496","s20261","hun","Nem vettem még részt hasonlóban."
"1497","s20263","hun","Egyelőre még nem "
"1498","s20274","hun","Ez volt az első alkalmam."
"1499","s20276","hun","Igen, volt hasonló kísérlet, ott össze kellett hasonlítani a történetben szereplő munkavállalók döntéseit és motivációit, hogy azok szerintem mennyire voltak helyesek."
"1500","s20279","hun","Nem, még nem vettem részt hasonló kísérletben."
"1501","s20285","hun","Nem vettem még részt hasonló kísérletben."
"1502","s20289","hun","Ehhez hasonlóban még nem vettem részt"
"1503","s20292","hun","Ehhez kifejezetten hasonlóban még nem"
"1504","s20296","hun","Igen."
"1505","s20301","hun","Igen, ennek a kísérletes tárgynak a másik részében, előző félévben"
"1506","s20310","hun","Korábban nem. Ez az első ilyen kísérlet amiben részt veszek."
"1507","s20313","hun","Még nem vettem részt ilyen kísérletben."
"1508","s20317","hun","Nem vettem részt."
"1509","s20333","hun","még nem "
"1510","s20337","hun","Nem, még sosem vettem részt hasonló kísérletben. "
"1511","s20338","hun","Ilyenben, mint ez még nem."
"1512","s20340","hun","Még nem vettem részt ehhez hasonló kísérletben."
"1513","s20342","hun","Még nem. "
"1514","s20351","hun","Nem vettem részt korábban hasonló kísérletben"
"1515","s20353","hun","Nem. "
"1516","s20354","hun","Nem, még soha nem vettem részt kísérletben."
"1517","s20356","hun","Még nem "
"1518","s20360","hun","Szituációk voltak, ahol az emberek érzelmeit kellett megtippelni, hogy én mit gondolnék az ő helyükben, illetve éreznék"
"1519","s20364","hun","Nem, még soha nem vettem részt hasonló kísérletben. "
"1520","s20365","hun","df"
"1521","s20372","hun"," Nem hiszem"
"1522","s20375","hun","Nem vettem még részt hasonló kísérletben."
"1523","s20379","hun","Vettem már részt kísérletekben,de ilyenre nem emlékszem. "
"1524","s20381","hun","Nem "
"1525","s20386","hun","Még soha"
"1526","s20387","hun","Nem. "
"1527","s20399","hun","Nem vettem részt hasonló kísérletben."
"1528","s20402","hun","nem."
"1529","s20406","hun","Még nem vettem részt ilyesmiben. "
"1530","s20407","hun","Nem "
"1531","s20409","hun","Még nem "
"1532","s20410","hun","Még sosem vettem részt semmilyen kísérletben."
"1533","s20412","hun","Nem vettem még részt."
"1534","s20413","hun","Még nem vettem részt ehhez hasonló kísérletben."
"1535","s20414","hun","Eddig még nem vettem részt hasonló kísérletben."
"1536","s20416","hun","Még nem vettem részt  kísérletben."
"1537","s20423","hun","nem "
"1538","s20424","hun","Nem vettem részt még ezelőtt semmilyen kísérletben."
"1539","s20426","hun","Nem, még sohasem."
"1540","s20429","hun","Szerintem nem."
"1541","s20430","hun","Még nem vettem részt soha ilyen kísérletben. "
"1542","s20431","hun","Még nem vettem részt hasonló kísérletben."
"1543","s20432","hun","Történet elemzős kísérletekben igen, de azok nem ilyen céllal készültek szerintem, a kérdések se hasonlítottak."
"1544","s20439","hun","még nem vettem részt ilyen kísérletben."
"1545","s20442","hun","Nem, ez volt az első ilyen jellegű kísérletben való részvételem."
"1546","s20445","hun","Nem, ez az első"
"1547","s20446","hun","még nem vettem részt kísérletben."
"1548","s20447","hun","Eddig nem"
"1549","s20451","hun","Igen, a tavalyi döntéslabor kurzus részeként"
"1550","s20452","hun","még nem"
"1551","s20457","hun","Nem. "
"1552","s20463","hun","Igen, biztos vagyok benne, hogy részt vettem már. De nem tudnám visszaidézni. "
"1553","s20464","hun","még nem"
"1554","s20465","hun","ilyenben még nem"
"1555","s20479","hun","Még nem vettem részt semmilyen kísérletben."
"1556","s20483","hun","Még nem, de ez nagyon tetszett."
"1557","s20487","hun","(még nem)"
"1558","s20492","hun","Még nem, ez volt az első alkalom."
"1559","s20498","hun","Nem, még sosem."
"1560","s20502","hun","Hasonlóban még nem. "
"1561","s20503","hun","Még nem vettem részt hasonló kísérletben."
"1562","s20508","hun","még nem"
"1563","s20511","hun","Hasonlóban még nem. "
"1564","s20515","hun","."
"1565","s20518","hun","Nem emlékszem pontosan, de valami hasonlóban vettem már részt."
"1566","s20528","hun","Nem még"
"1567","s20531","hun","Nem vettem még részt hasonló kísérletben."
"1568","s20532","hun","Nem, ez volt az első."
"1569","s20533","hun","még nem"
"1570","s20539","hun","Még nem vettem rész hasonló kísérletben. "
"1571","s20544","hun","nem vettem még részt."
"1572","s20548","hun","Még nem, ez volt az első alkalom, hogy kísérletben vettem részt."
"1573","s20549","hun","Eddig még nem vettem részt semmilyen kísérletben."
"1574","s20551","hun","Még nem vettem részt hasonlóban."
"1575","s20555","hun","Még nem vettem részt."
"1576","s20557","hun","Nem vettem részt."
"1577","s20558","hun","Nem. "
"1578","s20559","hun","még nem vettem"
"1579","s20563","hun","még nem"
"1580","s20564","hun","nem."
"1581","s20566","hun","Nem vettem részt korábban hasonló kítérletben."
"1582","s20567","hun","Nem vettem még részt hasonló kísérletben."
"1583","s20569","hun","Nem, ez volt az első kísérlet amin részt vettem."
"1584","s20570","hun","online kísérletben és személyes részvételt igénylő kísérletben is részt vettem már, ahol leginkább a gyorsaságot és az agy alkalmazkodását a különböző szövegekhez, képekhez vizsgálták."
"1585","s20575","hun","nem."
"1586","s20577","hun","Nem, még nem."
"1587","s20580","hun","Nem vettem még részt kísérletben, vagy legalábbis nincs tudomásom róla"
"1588","s20584","hun","nem."
"1589","s20585","hun","Úgy emlékszem még nem."
"1590","s20590","hun","Nem, ez a legelső kísérlet amiben részt veszek"
"1591","s20591","hun","még nem sajnos"
"1592","s20592","hun","Még nem volt alkalmam."
"1593","s20596","hun","még nem vettem részt ilyen kísérletben"
"1594","s20597","hun","Nem, még nem"
"1595","s20600","hun","még soha"
"1596","s20602","hun","Nem vettem részt."
"1597","s20604","hun","Nem vettem részt"
"1598","s20606","hun","Nem. "
"1599","s20610","hun","Igen, amikor emberek bűnösségét kellett megítélni bizonyos helyzetekben."
"1600","s20621","hun","nem emlékszem, hogy részt vettem volna"
"1601","s20630","hun","Nem vettem még részt."
"1602","s20632","hun","Ez az első kísérletben való részvételem."
"1603","s20633","hun","nem vettem még részt."
"1604","s20636","hun","Nem "
"1605","s20640","hun","Még nem vettem részt hasonló kísérletben. "
"1606","s20643","hun","Nem emlékszem"
"1607","s20644","hun","Ez az első kísérlet, amiben részt vettem."
"1608","s20646","hun","Vettem már részt hasonló kísérletben, ahol szintén olyan feladatok voltak, amelyek inkább a nyelvhelyesség vizsgálatára voltak kihegyezve bizonyos kontextusban. "
"1609","s20650","hun","nem,még nem volt részem ilyenben"
"1610","s20651","hun","Nem, emlékeim szerint ilyen formátumú kísérlettel még nem találkoztam."
"1611","s20652","hun","Egy olyan kísérletben vettem részt, ahol a tárgyakról voltak képek, 1 órán keresztül, és le kellett írnom, hogy hogyan nevezzük. "
"1612","s20653","hun","Mindezidáig nem vettem részt hasonló kísérletben, ez az első alkalom."
"1613","s20658","hun","Nem vettem részt."
"1614","s20663","hun","nem, még nem"
"1615","s20666","hun","Nem még nem vettem részt hasonló kísérletben."
"1616","s20667","hun","még nem vettem részt ilyen kísérletben."
"1617","s20671","hun","Ezelőtt még nem."
"1618","s20673","hun","Rorschach tesztben vettem már részt."
"1619","s20677","hun","Igen, ott viszont azt kellett eldönteni, hogy helyesen cselekedett-e a történet főszereplője egy olyan döntésben,ahol embereket kellett megmentenie. "
"1620","s20678","hun","Nem emlékszem, esetleg hasonló nyelvi kísérletben már vettem részt az előző évben Pszichológiai ksíérletben való tudományos részvétel kurzusán belül."
"1621","s20679","hun","Nyelvi funkciókat vizsgáló kísérletben vettem már részt de ilyenben nem."
"1622","s20680","hun","Nem, még nem vettem részt hasonló kísérletben. "
"1623","s20682","hun","ez volt az első alkalom."
"1624","s20683","hun","Nem vettem részt."
"1625","s20684","hun","Igen, ott azt kellett eldönteni, hogy a főszereplők helyesen döntöttek-e pl. akkor amikor egy ember helyett többet mentettek meg egy halálos balesetben, illetve, hogy ez mennyire lehet tudatos."
"1626","s20685","hun","Ehhez hasonló tesztben még nem vettem részt."
"1627","s20689","hun","még nem"
"1628","s20692","hun","ez volt az első"
"1629","s20704","hun","nem hinném "
"1630","s20706","hun","Nem, még nem."
"1631","s20708","hun","Nem, ez volt az első kísérletem."
"1632","s20711","hun","Sajnos még nem."
"1633","s20712","hun","hasonlóban még nem"
"1634","s20713","hun","Nem vettem részt hasonló kísérletben."
"1635","s20720","hun","Még nem vettem részt hasonló kísérletben."
"1636","s20727","hun","Még nem vettem részt eddig hasonló kísérletben"
"1637","s20730","hun","Még sosem."
"1638","s20733","hun","Még nem vettem részt hasonló kísérletben."
"1639","s20736","hun","Nem vettem még részt hasonló kísérletben. "
"1640","s20739","hun","Nem vettem még részt."
"1641","s20741","hun","Ez az első kísérletem."
"1642","s20745","hun","Még nem vettem részt ezelőtt kísérletben."
"1643","s20749","hun","Még nem vettem részt."
"1644","s20751","hun","Nem vettem részt eddig."
"1645","s20752","hun","Nem még."
"1646","s20753","hun","még sosem"
"1647","s20756","hun","Ez volt az első komolyabb, többször töltöttem ki nem pszihológiai kérdőívet, például egy termékről, vagy ismerősök által összeállított kérdőívet, amellyel (állítólag) segítettem a szakdolgozatuk megírásában - például vásárlási szokások."
"1648","s20757","hun","Még sosem."
"1649","s20758","hun","Igen, nyelvi és szövegértési kísérletben vettem részt."
"1650","s20762","hun","Nem vettem részt még hasonló kísérletben."
"1651","s20767","hun","nem, még nem vettem részt"
"1652","s20769","hun","Nem vettem még részt."
"1653","s20772","hun","Még nem. "
"1654","s20775","hun","Nem, még idáig nem vettem részt hasonló kísérletben."
"1655","s20776","hun","Nem, még nem vettem részt hasonló kísérletben."
"1656","s20782","hun","nem."
"1657","s20783","hun","Nem vettem részt még."
"1658","s20784","hun","Nem, még sosem. "
"1659","s20787","hun","Nem vettem részt."
"1660","s20789","hun","Nem, ehhez hasonlóban még nem vettem részt. "
"1661","s20795","hun","Nem tudom pontosan felidézni, de elképzelhető."
"1662","s20798","hun","Nem, még nem vettem részt hasonló kísérletben. "
"1663","s20804","hun","nem igazán"
"1664","s20809","hun","Az előző félév során a döntéslabor további kísérleteiben"
"1665","s20829","hun","Nem vettem még részt."
"1666","s20831","hun","Még nem vettem részt ilyen és ehhez hasonló kísérletben."
"1667","s20837","hun","Nem, még nem. Ez az első"
"1668","s20841","hun","Még nem vettem részt."
"1669","s20843","hun","nem, még soha."
"1670","s20850","hun","Nem emlékszem."
"1671","s20853","hun","Eddig még nem vettem részt semmilyen kísérletben."
"1672","s20855","hun","Még nem, ez volt az első."
"1673","s20863","hun","Még nem vettem részt hasonló kísérletben."
"1674","s20867","hun","Nem, ilyen fajta kísérletben még nem vettem részt. "
"1675","s20869","hun","Nem "
"1676","s20875","hun","Nem "
"1677","s20876","hun","Nem ."
"1678","s20880","hun","Nem vettem részt."
"1679","s20887","hun","még nem."
"1680","s20888","hun","Nem vettem részt hasonló kísérletbe."
"1681","s20889","hun","még nem"
"1682","s20904","hun","Nem. "
"1683","s20906","hun","Igen, de ott a szövegekből az adott szereplők érzelmi állapotaira kellett reflektálni, skálákon be kellett jelölni, hogy az adott szereplő mennyire lehetett pl. boldog, csalódott, elégedett stb"
"1684","s20910","hun","Nem igazán emlékszem, hogy részt vettem volna."
"1685","s20943","hun","még nem"
"1686","s20957","ger","idk"
"1687","s20963","ger","c"
"1688","s20975","ger","ja"
"1689","s20983","ger","m"
"1690","s21042","ger","x"
"1691","s21112","eng","yes, similar stories about moral judgement"
"1692","s21121","eng","Nope."
"1693","s21127","eng","not really."
"1694","s21128","eng","nil"
"1695","s21157","eng","nil"
"1696","s21159","eng","Nope."
"1697","s21169","eng","nil"
"1698","s21176","eng","NA"
"1699","s21177","eng","Unsure that it is a study related to a draining/boring task "
"1700","s21190","eng","No i have not participated in such similar study. I usually participate in marketing related studies. "
"1701","s21214","ger","pcfodskfsdlöfks"
"1702","s21260","rus","не участвовал"
"1703","s21269","rus","Участвовала в разных психологических исследованиях во время учебы в институте, иногда участвую в некоторых психологических тестах, находящихся в свободных источниках в интернете."
"1704","s21300","rus","НЕ УЧАСТВОВАЛА"
"1705","s21354","rus","Да
"
"1706","s21378","ger","fgdsfdsyf"
"1707","s21390","rus","учавствовал в большом количестве исследований"
"1708","s21414","ger","Nein. "
"1709","s21438","ger","ja"
"1710","s21471","ger","nein."
"1711","s21474","ger","Ja, mehrere.
Diese Studien waren allerdings ohne ""Freitexteingabe"". 
Studien über dunkle Triade und Arbeiten im Homeoffice"
"1712","s21486","ger","Nein, leider nicht"
"1713","s21526","ger","Nein, bisher nicht. "
"1714","s21536","ger","bisher nicht"
"1715","s21545","ger"," -nein"
"1716","s21546","ger","ich habe noch nicht an einer ähnlichen Studie mit einem ähnlichen Format oder Schwerpunkt teilgenommen "
"1717","s21567","ger","nein."
"1718","s21583","ger","ich denke nicht"
"1719","s21589","ger","Nein, ich habe noch nicht an einer ähnlichen Studie teilgenommen."
"1720","s21597","ger","Soziales Dilemma I & II"
"1721","s21599","ger","Nein, ich habe an keiner Studie dieser Art teilgenommen. "
"1722","s21617","ger","Ich hab schon einmal an Studien teilgenommen, an denen man versch. Szenarien lesen musste aber eine solche noch nie. "
"1723","s21618","ger","Nein, aber diese Studienart ist unterhaltsam"
"1724","s21637","ger","/"
"1725","s21643","ger","Nein. "
"1726","s21646","ger","In der Form noch nicht"
"1727","s21650","ger","Nein, bisher noch nie."
"1728","s21651","ger","Nein, bisher noch nicht."
"1729","s21656","ger","Bisher nicht"
"1730","s21663","ger","Nein. "
"1731","s21672","ger","Nein, habe ich nicht."
"1732","s21673","ger","Noch nie "
"1733","s21676","ger","Nein, habe ich nicht. "
"1734","s21695","ger","nein bisher nicht "
"1735","s21699","ger","/"
"1736","s21720","ger","Nicht in der Form, lediglich an Umfragen."
"1737","s21732","ger","Nein, bisher noch nicht."
"1738","s21735","ger","Nein, habe ich nicht."
"1739","s21737","ger","Ich kann mich nicht erinnern, an einer ähnlichen Studie teilgenommen zu haben."
"1740","s21740","ger","Nein, bisher nicht. "
"1741","s21742","ger","Wäre mir nicht bekannt. "
"1742","s21756","ger","Nein. "
"1743","s21784","ger","Nein bisher noch nicht"
"1744","s21786","ger","Nein, noch nicht."
"1745","s21802","ger","NEIN."
"1746","s21805","ger","Dies ist meine erste Studie dieser Art."
"1747","s21818","ger","nein."
"1748","s21823","ger","nein, bisher nicht"
"1749","s21835","ger","nein habe ich nicht"
"1750","s21837","ger","Nein noch nie"
"1751","s21842","ger","nein noch nicht"
"1752","s21844","ger","An eine ähnliche Studie kann ich mich nicht erinnern."
"1753","s21846","ger","..."
"1754","s21850","ger","Nein noch nie."
"1755","s21943","rus","Никогда не участвовала в подобном"
"1756","s21944","rus","нет, я впервые "
"1757","s21948","rus","нет."
"1758","s21951","rus","Нет, ни разу"
"1759","s21983","rus","нет "
"1760","s21990","rus","Нет, впервые "
"1761","s21992","rus","Не учавствовала в похожих исследованиях. Но мне очень понравился данный формат!"
"1762","s22004","rus","Никогда"
"1763","s22006","rus","нет, не участвовала"
"1764","s22007","rus","Нет, не участвовал"
"1765","s22008","rus","не участвовала "
"1766","s22010","rus","Сложно вспомнить, но мне кажется нет."
"1767","s22015","rus","Нет, в похожих исследованиях никогда не участвовал "
"1768","s22016","rus","Не участвовала"
"1769","s22045","rus","Я первый раз участвую в подобном исследовании."
"1770","s22047","rus","Нет, никогда. "
"1771","s22062","rus","нет, не участвовал."
"1772","s22071","rus","нет не участвовала"
"1773","s22075","rus","нет "
"1774","s22088","rus","нет, не доводилось"
"1775","s22093","rus","Никогда не участвовала"
"1776","s22112","rus","нет "
"1777","s22113","rus","нет, не участвовала"
"1778","s22114","rus","Нет, не участвовала"
"1779","s22117","rus","нет
"
"1780","s22118","rus","Нет. "
"1781","s22235","rus","Нет , не учавствовала"
"1782","s22344","rus","Не могу припомнить.
Были опросы, в которых также были истории и затем задавали вопросы по ним, но детали вспомнить не могу. И что конкретно за опросы - тоже."
"1783","s22375","rus","Вроде нет"
"1784","q_turk_R_OCOXOGTvbdVMZIB","eng","nope."
"1785","q_turk_R_3j3DfS1nJKEsUs0","eng","ok"
"1786","q_turk_R_1FqXKpHxdof0NUX","eng","none"
"1787","q_turk_R_3sys0sGh8AiesmK","eng","I don't think so"
"1788","q_turk_R_3Hz4zhTAS0Psp4Q","eng","DOZENS OF THEM"
"1789","q_turk_R_2WT3ku4HEjZpJLy","eng","No, thank you for the survey."
"1790","q_turk_R_3fPNhQNZEKJ3Cml","eng","Yes I have done these studies before they are always interesting."
"1791","q_turk_R_9KTRkOBA1MOsBXj","eng","NONE"
"1792","q_turk_R_3NWAnHAjMGP7w6A","eng","yes, on Mturk with the same scenarios"
"1793","q_turk_R_2qxzeRSwrz7fOda","eng","no
"
"1794","q_turk_R_323nHQ2IDazIn4v","eng","none"
"1795","q_turk_R_b9MDsvL7TKtNN3H","eng","Yes. We had to read passages and give our opinion on how we felt about the situation."
"1796","q_turk_R_1o6WaEfSngO6IDa","eng","none"
"1797","q_turk_R_2dfNxHYCd5061ZT","eng","I think I've participated in studies that were on a similar subject (beliefs about truth and knowledge)."
"1798","q_turk_R_11ZRvjXHeBjRvQy","eng","No I haven't."
"1799","q_turk_R_1E4ETFl8m7DE2bN","eng","Very lmprove in to the survey."
"1800","q_turk_R_2aXdLcVYiAb1ksR","eng","Yes, I have participated in a study with a question similar to the first one about the squirrel. I don't however remember seeing the other questions."
"1801","q_turk_R_22Df9QxVUQOuOus","eng","I may have done something somewhat similar but not this one."
"1802","q_turk_R_1I5JeI1Dz9BH6uT","eng","good"
"1803","q_turk_R_3NDiQ4j0ovwbgPE","eng","none"
"1804","q_turk_R_1Icpv2q1WSTNWCR","eng","Yes"
"1805","q_turk_R_xmUOFZS2cgbQ6hH","eng","Seems vaguely familiar"
"1806","q_turk_R_3kbNxyOHvcLdNVY","eng","very improvement this survey"
"1807","q_turk_R_25zTkno4xzDKpDK","eng","Yes, answering questions about if someone knows something for sure or only thinks they know."
"1808","q_turk_R_1LhPgyG4d657VYi","eng","No. One comment I have is that while I did read all of the material carefully, the first one with the houses confused me a bit. I elected that they were ""real houses"", as I believe the description ultimately indicated that they were based on the furnishings. I just wanted to make that clear so that my HIT gets approved. Thank you!!"
"1809","q_turk_R_3sjNtsr2B6aEzGr","eng","I don't recall specific stories like this"
"1810","q_turk_R_2SoayCsxdBigNjx","eng","I did another survey that asked is people KNEW something or just THOUGHT they knew something."
"1811","q_turk_R_5hE9qDNCiJrmMbD","eng","No there is none."
"1812","q_turk_R_56gOFqLQ1ASVrYB","eng","yes i feel like i have completed a similar study in the past"
"1813","q_turk_R_1MKBsUJWOVBuO7T","eng","mo"
"1814","q_turk_R_1ClTERpRi5gzz1c","eng","This was unique, I haven't done a study quite like this."
"1815","q_turk_R_1LAlKGr5eDvIshH","eng","No (Vaguely similar ones)"
"1816","q_turk_R_27Kb6vAJPV3g5Sm","eng","Good survey."
"1817","q_turk_R_5ig8GTLV4mhOzf3","eng","Similar reading and responding to scenarios, but this is a new survey for me."
