"","id","lang","purpose"
"3631","s20381","hun","Ez a kutatás kíváncsi az emberek határozottságára, ok-okozati összefüggés megtalálására, és az emlékezet, memória fejlettségi szintjére. "
"3632","s20383","hun","Talán, hogy a különböző információk szubjektíven mennyire bizonytalanítják el az ítélőképességet."
"3633","s20384","hun","Továbbgondoljuk a dolgokat, még ha azok nincsenek is szó szerint leírva."
"3634","s20386","hun","A hamis vélekedés és annak tudatossága és felmérése"
"3635","s20387","hun","Logikia és szövegértési feladatnak tűnik de az egyyéni nézőpont, a szubjektivitás kérdését is vizsgálhatja (főleg a képesség vs (bal) szerencse kérdések. "
"3636","s20389","hun","Szövegértés és asszociálás"
"3637","s20390","hun","Olyan helyzeteket vizsgál, melyekben a személyek a nem megfelelő információk, vagy a helyzetek alakulása miatt téves információk alapján döntenek."
"3638","s20391","hun","Talán a mások szemszögéből való gondolkodás és a saját tudatunk vizsgálata lehet a cél."
"3639","s20393","hun","Nem tudom mi a célja. "
"3640","s20398","hun","Kideríteni, hogy az ember mit vesz úgy, hogy tud és mi az amit csak gondolja, hogy tudja, de nem biztos benne."
"3641","s20402","hun","Rengeteg gondolatom van ezzel kapcsolatban, de nem tudom rendesen megfogalmazni."
"3642","s20404","hun","koncentráció felmérés,részletekre figyelés felmérése,elnagyolt-e  az olvasás"
"3643","s20405","hun","A figyelem irányítása részek és egész között. Bebizonyítani ,hogy mennyire képes az ember elhatárolni a látszatot a valóságtól."
"3644","s20406","hun","Az emberek hozzáállásának vizsgálata a külső tényezőkről. Hányan gondolják hogy felelősek olyan meggyőződésért amikor nem ismerhetnek minden tényezőt."
"3645","s20408","hun","Gondolom a szövegértelmezéshez van köze a kutatásnak."
"3646","s20409","hun","Felmérni azt, hogy mennyire hisszük azt, hogy a minket körülvevő világ valódi"
"3647","s20412","hun","nem tudom"
"3648","s20414","hun","Felmérni, hogy mennyire tudjuk értelmezni egy-egy szöveg alapján objektíven a tényeket, nehéz helyzetekben felismerjük-e, hogy egy adott tudás tényleg bizonyos-e és képességek miatt határozták meg az állítást, vagy csak szerencséjük volt, és éppen beletrafáltak. Több esetben is lehet igaza valakinek, akkor is, ha csak véletlen, de rengeteg körülménytől és tényezőtől függ, hogy valaki tapasztalatai alapján igaznak gondolt dolog tényleg igaz-e."
"3649","s20416","hun","A kutatás célja az lehet, hogy képet kapjanak a kutatók arról, hogy az emberek mit tartanak fontosnak egy szövegben, mi ragadja meg a figyelmüket és mire asszociálnak ebből."
"3650","s20417","hun","Szövegértés felmérése."
"3651","s20420","hun","Szövegértés és logika kapcsolata"
"3652","s20422","hun","Szövegértés, logikus gondolkodás vizsgálata."
"3653","s20423","hun","nem tudom"
"3654","s20424","hun","Véleményem szerint a kísérlet célja az volt, hogy feltárják azt, hogy az emberek mennyire tudnak a kisebb részletekre figyelni egy adott szövegben. "
"3655","s20425","hun","Szövegek különböző értelmezése és az olvasóra hatott hatása."
"3656","s20426","hun","Az érzékelt valóság, és a valódi valóság kapcsolatát vizsgálta a befogadó tükrében."
"3657","s20428","hun","Szerintem, köze lehet a megítéléshez és a látszathoz talán még a kritikus gondolkodáshoz is. Több szempontból kell megvizsgálnunk egy szituációt, történést, hogy valódi képet kapjunk róla. Nem mindig az a valós, amit elsőre annak gondolunk és látunk."
"3658","s20432","hun","Talán az, hogy felmérje, az alanyok képesek-e különbséget tenni az első kettő és az utolsó szöveg között, hiszen az utolsó nem valódi hibáról szólt, a szomjas jellemző csak egy kiegészítés, nem változtatja meg az állatot. Talán még a többszörös tudatelmélet megértését is vizsgálják."
"3659","s20436","hun","Az észlelés tudatossága és a nyelv kapcsolata vélhetően."
"3660","s20439","hun","n"
"3661","s20440","hun","Megfigyelni, hogy az emberek mit látnak egy történet mögé, úgy hogyha vannak olyan ismereteik, amik a történet szereplőinek nincsenek."
"3662","s20442","hun","Véleményem szerint a kutatás célja az, hogy felmérje, hogy egy szöveg olvasása közben mennyire tud értően olvasni az ember, majd az olvasottak alapján viszonylag helyes választ adni."
"3663","s20443","hun","Hogy megfigyelje, mennyire vagyunk képesek figyelni és emlékezni. részletekr, a szöveg értelmezésére, és tudunk-e a nézőpontok között váltani."
"3664","s20444","hun","Valószínűleg az, hogy külső szemlélőként hogyan ítélünk meg adott helyzeteket, amelyeknek a teljes hátterét (az igazságot) tudjuk."
"3665","s20445","hun","Úgy gondolom, hogy az a célja,hogy megnézzék az emberek mennyire figyelnek a szövegre és a részletekre."
"3666","s20446","hun","Azt gondolom, hogy a kutatás célja az volt, hogy a kutatók képet kapjanak arról, hogy az emberek egy szövegből mit ragadnak ki és mit tartanak fontosnak."
"3667","s20449","hun","Különböző leírások alapján mennyire tudjuk megállapítani mások meggyőződéseit."
"3668","s20451","hun","Emberek gondolkodásának kutatása"
"3669","s20457","hun","A nyelvi működés vizsgálata, a bennünk kialakult benyomások vizsgálata a különböző szövegek olvasása után."
"3670","s20459","hun","A történetekben olvasott vélemény és valóság feldolgozása."
"3671","s20465","hun","Felismerni a különböző emberek látásmódját egy kiragadott szövegrészletből."
"3672","s20466","hun","Szerintem az emberek véleményalkotó és szövegértési tulajdonságait vizsgálták különböző ""biztosságú"" szövegekben. (Nem tudom, milyen szóval lehetne jellemezni a szövegeket.)"
"3673","s20467","hun","Az lehet a célja, hogy kiderítse, hogy mennyire hagyjuk becsapni magunkat az első benyomásunktól"
"3674","s20470","hun","Véleményem szerint a résztvevők szövegértését vizsgálja, illetve talán azt, hogy mennyire figyelnek oda a részletekre az olvasás során. "
"3675","s20478","hun","Szövegértés vizsgálata"
"3676","s20479","hun","Hogy az elbizonytalanító tényezők ellenére mennyire tudjuk megérteni a szöveget."
"3677","s20480","hun","A kutatás célja felmérni, hogy a kutatásban részt vevők miként képesek szövegeket feldolgozni, illetve, ezek a szövegek miként hatnak rájuk. "
"3678","s20483","hun","Talán az, hogy hasonló esetek, máshogy megfogalmazva, milyen gondolatokat váltanak ki másokból."
"3679","s20488","hun","Talán az, hogy több szemszögből lehet megvizsgálni bizonyos eseményeket és nem minden mindig úgy igaz, ahogy mi látjuk. "
"3680","s20491","hun","nem tudom"
"3681","s20498","hun","Úgy gondolom, a kutatás a szavak döntéseinkre való hatását vizsgálja. "
"3682","s20502","hun","Szövegértelmezés és nyelvhasználat vizsgálata. "
"3683","s20503","hun","Az, hogy az emberek mennyire tudnak olvasni a sorok között, és hogyan tudnak értelmezni egy rövid, de információval teli szöveget."
"3684","s20506","hun","Mennyire tudjuk felmérni azt, hogy mások mennyire vannak tisztába képességeikkel."
"3685","s20507","hun","Annak a kutatása, hogy az olvasó mit gondol, mik lehettek a történet szereplőinek gondolatai a leírt szituációban úgy, hogy tud olyan információkról, amiről a történet szereplője nem."
"3686","s20508","hun","kideríteni, hogy hogyan alkotunk véleményt általunk hitt dolgokról"
"3687","s20511","hun","Talán, hogy hogyan értelmezünk bizonyos szövegeket. "
"3688","s20514","hun","A nyelvi kifejezés megértése és kompetenciája"
"3689","s20515","hun","Megfigyelni, hogy a kifejezés, más oldalról megközelítés, hogyan befolyásolja a felfogásunkat."
"3690","s20517","hun"," - "
"3691","s20518","hun","Felmérni, hogy a különböző megfogalmazások hogyan változtatnak a szövegértelmezés vélt és valós biztosságán."
"3692","s20519","hun","Arra kereshette a választ, hogy a megkérdezettek milyen hatékonysággal képesek visszaidézni az olvasott információkat."
"3693","s20520","hun","Hogy mennyire tudják az emberek megérteni a szöveget."
"3694","s20521","hun","Ha elbizonytalanítjuk az embereket felesleges(nek tűnő) szöveg résszel, akkor mennyire képes kiszűrni a helyes válaszokat."
"3695","s20526","hun","Szövegértés, logikai gondolkozás felmérése."
"3696","s20527","hun","Kideríteni, hogy mennyire olvansak figyelmesen a vizsgált személyek és mennyire értik, amit olvasnak"
"3697","s20528","hun","Azzal kapcsolatos lehet, hogy mennyire befolyásolható a véleményünk?.."
"3698","s20530","hun","Tudatosság vagy figyelmesség vizsgálata"
"3699","s20531","hun","Talán az, hogy megvizsgálják, milyen információkat emel ki egy-egy ember egy ilyen típusú szövegből. Hogyan befolyásolja, hogyan tudja befolyásolni a szöveg (vagy esetleg az utána feltett kérdés?) azt, amit utána gondolunk a tartalmával kapcsolatban."
"3700","s20533","hun","nem tudom
"
"3701","s20534","hun","A látszat- valóság megkülönböztetésének mérése"
"3702","s20535","hun","Azt gondolom, hogy a szövegértést tűzte ki célul a kísérlet, illetve azt, hogy mennyire olvasnak felszínesen az emberek."
"3703","s20536","hun","a gondolkodás megértése, vizsgálata"
"3704","s20537","hun","Megfigyelni, az emberek mennyire feltételeznek rosszat az emberekről egy kis történet, párbeszéd alapján."
"3705","s20539","hun","Szerintem a kísérlet a szövegértelmezési képességeket vizsgálta a legnagyobb mértékben. "
"3706","s20540","hun","Hogy mennyire képes az ember a rengeteg felesleges információ közül kiszűrni a lényegeset és vajon a sajátos hit mennyire befolyásolja az embert (pl. Andrew apja amikor lakóházakra mutatott és azok csak álházak voltak)."
"3707","s20541","hun","Feltételezem episztemológiai jellegű, a tudás-percepciót vizsgáló kutatás (vagy ez, vagy megértést / íréskészséget). Lehetséges, hogy vak vagyok (vagy akár betudható annak, hogy pusztán csak átszaladtam a szövegeken), vagy akár ""fordítási hibának"", de emlékeim alapján a 3. történet utolsó bekezdése ellent-mondd a megfogalmazott válaszlehetőségeknek."
"3708","s20546","hun","Mennyi különbség van a között, hogy az emberek mit látnak, tapasztalnak, érzékelnek és mi az igazi történet."
"3709","s20547","hun","Az odafigyelés, a logikus gondolkodás és a történetek sikeres elvonatkoztatása egymástól."
"3710","s20548","hun","Véleményem szerint az emberek rövidtávú memóriáját, figyelmét és értelmező készségét figyelhetik meg."
"3711","s20549","hun","Nem csak a kísérleti alanyok memóriáját kutatja, hanem azt is hogy mennyire pontosan olvassák el az adott szövegeket. "
"3712","s20550","hun","Azt vizsgálja, hogy mennyire figyelmesen olvassa el az ember a szöveget, és hogy képes-e a történet főszereplője által birtokolt információ helyességéről gondolkodni "
"3713","s20551","hun","Általános szövegértés és felületes vagy alapos olvasás/értelmezés jellemző-e rád."
"3714","s20552","hun","Milyen érzéseket vált ki belőlünk, ha nem vagyunk biztosak a válaszainkban, mivel azok nézőpont kérdései."
"3715","s20555","hun","Felmérni a kitöltők értelmezési készségeit."
"3716","s20557","hun","Hogy különböző információk tudatában az emberek máshogy gondolkodnak egy helyzetről. Én pl. aki tudtam, hogy hamis lakóházakat néztek, máshogy reagáltam a történtekre, mint azok,akik szerepeltek benne."
"3717","s20563","hun","információhiány esetén mennyire bízhatunk meg a tudásunkban"
"3718","s20564","hun","Véleményem szerint az, hogy a kutatásban résztvevők gondolkodását, értelmezési képességeiket vizsgálják."
"3719","s20565","hun","A kitöltők mennyire olvasssák el alaposan a szövegeket."
"3720","s20566","hun","Az olvasott szöveg alapján ki milyen szemszögből közelíti meg az adott problémát."
"3721","s20567","hun","Az lehet a célja, hogy megfigyelhessük, hogy egy szituációt milyen sokféle szempontból lehet nézni."
"3722","s20568","hun","Megismerni az emberek donteshozatali logikajat."
"3723","s20571","hun","Úgy gondolom, hogy az emberi figyelmet nézik."
"3724","s20573","hun","Nyelvhasználatot kutatja"
"3725","s20574","hun","Szövegértés elősegítése"
"3726","s20575","hun","Megérteni hogyan értelmeznek az emberek egy szöveget"
"3727","s20579","hun","Talán azt kutatják, a leírás függvényében mennyire tulajdonítanak az emberek hamis vélekedést a szereplőknek."
"3728","s20580","hun","Ez csak tipp, de általában nem jól tippelek: naiv tudatelmélet"
"3729","s20581","hun","Véleményem szerint a kutatás célja a hamis vélekedés vizsgálata."
"3730","s20585","hun","Nyelvhasználattal kapcsolatos felmérés"
"3731","s20590","hun","Hogy mennyire befolyásol minket az igazság tudása. A figyelmességre is"
"3732","s20591","hun","az emberek szövegolvasás közbeni figyelését méri fel"
"3733","s20592","hun","Egyrészről az, hogy milyen figyelmesen olvassa az alany a szöveget, mivel a történet rövid, lehet olyan, hogy az ember csak ""átfutja"", így a lényegi információkat összecseréli, illetve meg sem jegyzi. Másrészről gondolom cél az is, hogy kiderüljön, milyen ítéletet hoznak meg az alanyok azoknál a kérdéseknél, ahol a válaszadás szubjektívebb."
"3734","s20596","hun","El lehet-e bizonytalanítani az embereket ellentétes információkkal? Mit gondolunk igaznak, az objektív valóságot, vagy azt, amiről nem tudjuk hogy nem igaz."
"3735","s20597","hun","Esetleg az, hogy mennyire vagyunk tudatában cselekedeteinknek, illetve hogy csak mennyire gondoljuk, hogy tudatában vagyunk."
"3736","s20600","hun","Azt gondolom, hogy a kísérlet célja annak a vizsgálása, hogy mennyire olvasnak figyelmesen az emberek, illetve mennyire könnyen félrevezethetőek."
"3737","s20602","hun","Az emberek mennyire figyelnek arra amit olvasnak. Mennyire tudnak visszaemlékezni egyszer elolvasott történetekre."
"3738","s20604","hun","Hogy az emberek mennyire figyelnek oda az olvasott szövegekre és annak részleteire"
"3739","s20606","hun","Talán ahhoz kapcsolódhat, hogy egy-egy szövegben a megadott információk és bizonyos szavak használatával milyen gondolatokat ébreszthetünk az olvasóban, hogyan befolyásolhatjuk őket. "
"3740","s20607","hun","Az emberek szövegértésének mérése"
"3741","s20610","hun","Talán az, hogy felmérjük, hogy az emberek adott körülmények között mennyire találják mások véleményét ésszerűnek/helyénvalónak"
"3742","s20613","hun","Hogy egy történet megfogalmazása, illetve annak körülményei mennyire befolyásolják a megfigyeléseinket."
"3743","s20614","hun","Szerintem az a célja, hogy megmutassa, hogy egy adott olvasó, hogy fogja fel a szöveget, milyen szempontból közelíti meg, mennyire ad nagy jelentőséget egyes szavak jelentéseinek, milyen figyelmesen olvassa el a szöveget."
"3744","s20617","hun","Szövegértés elemzése."
"3745","s20619","hun","tanácstalan vagyok"
"3746","s20621","hun","nyelvi értés és működés, következtetések vizsgálata"
"3747","s20622","hun","Tanulságként levonható, hogy nem minden az, aminek látszik. Adott esetek értelmezése, az igazság megítélése, eldöntése úgy, hogy olyat tud a válaszadó, amelyet a történet szereplői nem."
"3748","s20627","hun","Az a célja a kutatásnak, hogy inkább egy adott személynek vagy narrativ információknak hiszunk-e jobban"
"3749","s20628","hun","Nyelvhasználat fontossága"
"3750","s20629","hun","Hogy különböző helyzetek tükrében miként tudjuk értelmezni az állításokat."
"3751","s20630","hun","Hogy mennyi információ elegendő ahhoz, hogy teljesen megértsünk egy adott szituációt. "
"3752","s20632","hun","A szöveges feladatok megértése, azok feldolgozása, az információk helyes kezelése."
"3753","s20633","hun","Az emberek mennyire tudnak belehelyezkedni más nézőpontjába és szóértelmezés, szövegértés."
"3754","s20636","hun","Szerintem az a célja, hogy az eredmény megmutassa, hogy ha több ember ugyanazt a szöveget olvassa, mennyi féleképpen értelmezi azt. "
"3755","s20638","hun","Annak a vizsgálata, hogy a háttérismeretünk mennyire befolyásolja a látásmódunkat egy-egy esetben."
"3756","s20640","hun","Véleményem szerint, a kutatás célja az lehet, hogy az embereknek milyen lehet a szövegértési és logikai gondolkozásmódja."
"3757","s20641","hun","Szövegértési és értelmezési képesség vizsgáláta, valamint, hogy a nyelv hogy befolyásolja a szövegmegértést. A nyelv és az értelmezés kapcsolata."
"3758","s20643","hun","Megfigyelni,hogyan bír értelmezni a résztvevő"
"3759","s20646","hun","Feltételezésem, hogy a kísérlet célja azt vizsgálni, hogy bizonyos nehezített megfogalmazású, nehezebben érthető szöveg/ellenőrző mondatok olvasása során milyen mértékben marad meg, illetve lesz érthető az eredeti szöveg. "
"3760","s20648","hun","Az objektívitás és a szubjektív megismerés kommunikációs helyzetekben való feltérképezése."
"3761","s20649","hun","Annak felmérése, hogy az egyes pluszinformációk mennyire befolyásolják az ember vélekedését a szövegben bemutatott helyzetről."
"3762","s20650","hun","véleményem szerint a kutatással ki lehet deríteni ki mennyire figyelmesen olvasta el a szövegeket, illetve milyen szövegértési készségekkel rendelkezik"
"3763","s20651","hun","Úgy gondolom a logikus gondolkodást nyelvi nüanszokkal 'megzavaró' kísérletben vettem részt, melynek célja talán ezen nyelvi megformáltság gondolkodásra gyakorolt hatásának vizsgálata volt."
"3764","s20652","hun","Azt gondolom, hogy az, hogy egy dolog reprezentál valamit nem feltétlen vág egybe azzal, amit ténylegesen jelent. "
"3765","s20653","hun","Feltételezésem szerint a kutatás célja az, hogy felmérjék az ember általános értelmező-képességét, a mindennapi értő olvasást. "
"3766","s20655","hun","Jók voltak a szövegek és a kérdések, egyszerűnek tűntek, de biztos vagyok benne, hogy sokan máshogy válaszolták meg. Talán nemre, korra vonatkozóan lesznek benne összefüggések, hogy ki hogy értelmezte?"
"3767","s20658","hun","Több célja is lehet, talán az, hogy milyen szemszögből értelmezünk egy-egy jelenetet, mennyire a saját szempontunkból vagy a résztvevő szempontjából prezentáljuk, és hogyan ítéljük meg a döntéseit. Azt is figyelheti a kutatás, hogy egy példafeladat után mennyire specifikusan figyelünk a következő kérdésekre, átállunk egy másik figyelmi technikára. De még akár meg is lephet, látom, hogy 62%-on áll a kitöltésem, így lehet, hogy mindjárt le kell írnom angolul, vagy visszafele az egész szöveget, és a figyelmemet figyeli - lehet, hogy ebben az esetben az első szöveget tudnám a legjobban visszaadni tartalmilag, mert ott még általánosságban figyeltem a tartalmára."
"3768","s20661","hun","Nyelvi működés"
"3769","s20662","hun","Szerintem ebben a kísérletben a szövegértés és értelmezés megfigyelése volt a cél. Érdekes eredmények születhetnek. Mert a kísérleti alanyok az egységes szövegértés ellenére különbözően értelmezhetik azt. Többnyire talán a saját tapasztalatuk, egyéniségük, attitűdjük alapján .

A különböző válaszok a különböző probléma megoldási képességekre is rámutathatnak. "
"3770","s20663","hun","A magyar nyelvben használt hinni és tudni szó kapcsolatát, értelmezését megtudni."
"3771","s20666","hun","Szerintem az lehet a célja a kutatásnak, hogy kiderítsék a kutatók, hogy mennyire befolyásol minket az olvasott szöveg. Azt vizsgálhatják véleményem szerint, hogy az olvasott szöveg milyen hatással van ránk, elhisszük amit olvasunk, vagy inkább a saját véleményünkre hagyatkozunk. "
"3772","s20670","hun","A célja lehet hogy kiderítsük az emberek vajon hogyan tesznek különbséget 2 dolog között: tudnak vlaamit vagy csupán azt hiszik hogy tudnak valamit. Számukra milyen szerepet játszik a véletlen (""szerencse""), illetve az ismereteik közötti kapcsolat."
"3773","s20673","hun","Szerintem ezzel a kutatással nem csak a szövegértési kompetenciánkat tesztelték, hanem azt is, hogy mi olvasók, mennyire bízunk a leírtakban. Tényleg volt-e tornádó, tényleg csaló-e a butik árusa, tényleg betelepültek-e farkasok a parkba stb..."
"3774","s20674","hun","Kiderítse hogyan gondolkoznak az emberek."
"3775","s20676","hun","Az lehet a kutatás célja, hogy kiderüljön, az emberek mennyire képesek megjegyezni az egyszer elolvasott szöveget és mennyire tudják hasznosítani a belőle kinyert információkat, továbbá az is lehet a kutatás célja, hogy az emberek ítélethozási szokásait vizsgálja."
"3776","s20677","hun","Esetleg, hogy mennyire tudatosnak ítéljük meg mások döntéseit, ha látjuk a telje képet."
"3777","s20678","hun","Nyelvi jelek megértése, szöveg értelmezése."
"3778","s20679","hun","Azt gondolom, hogy a kísérlet célja az volt, hogyan észleljük mások bizonyosságát a valóságról. Mennyire befolyásolja a vélekedésünket, hogy mi az igaz információ birtokában vagyunk azonban a történet szereplők nem, vagy valami ilyesmi."
"3779","s20680","hun","A szavak értelmének hatása, illetve a tudni és hinni ige használata, a teljes történet függvényében."
"3780","s20682","hun","szövegértés"
"3781","s20683","hun","Egyáltalán nem tudom."
"3782","s20684","hun","Hogy felmérje milyennek ítéljük meg mások döntéseit, ha az egész képet látjuk (?)"
"3783","s20685","hun","Hogy mennyire gondolkodunk ésszerűen, logikusan és hogy mennyire agyalunk túl dolgokat akkor, ha több információt tudunk"
"3784","s20689","hun","felmérjék a képességeink"
"3785","s20690","hun","Megfigyelni az embereket,hogyan értelmeznek különböző szövegeket a megadott információk alapján."
"3786","s20691","hun","Hasonló, de mégis különböző rövid történeteket olvashattunk. Talán a hasonlóságokban rejlő apró különbségek észrevételén volt a hangsúly. Azaz hogyan ítélünk meg egy helyzetet, szituációkat, emberi döntéseket az előzetes információk alapján. A döntéseket és nézőpontokat befolyásoló különböző tényezők és hátterek hasonló szituációkban más és más tényként kezelt következtetésekre vezetik az embert. Mi, akik a tesztben részt veszünk, a háttér információk tudtában ítélhetjük meg a történetek szereplőinek gondolkodását, cselekedeteiket."
"3787","s20692","hun","kevésbé fontosnak gondolt információk kiszúrása "
"3788","s20693","hun","az adott szövegek különböző feldolgozási módjainak vizsgálata"
"3789","s20694","hun","Az emberek figyelmet meri fel az olvasaskor."
"3790","s20695","hun","szövegértés, értelmezés vizsgálata"
"3791","s20699","hun","A nyelvi működés vizsgálata."
"3792","s20701","hun","Mennyire tudjuk más személyek szempontjából értelmezni az egyes állításokat úgy, hogy mi tudjuk a teljes igazságot."
"3793","s20702","hun","Megfigyelni, hogy az olvasott történetek milyen hatással vannak a saját itélőképességünkre."
"3794","s20704","hun","tudatelmélet"
"3795","s20706","hun","az általunk elolvasott szöveg értelmezése, olyan esetben ha direkt összezavaró kérdésekre kell válaszolnunk. Talán a magabizosságot kutatja a kérdőív."
"3796","s20707","hun","Gondolkodás mód."
"3797","s20708","hun","Hogy felmérjék a résztvevőket, ki hogyan értelmezi az olvasott szövegeket."
"3798","s20711","hun","Talán hogy felmérje az emberek szövegekből való tájékozódási képességeit."
"3799","s20712","hun","nyelvi kifejezés kétértelműsége"
"3800","s20713","hun","Valamilyen összefüggés keresése a válaszok helyessége és aközött, hogy a kitöltőnek milyen érzései voltak közben."
"3801","s20720","hun","Nyelvi képességek mérése."
"3802","s20722","hun","Azt megvizsgálni, hogy a voltaképpen ugyanarra a sémára épülő szituációkat értékelheti-e az olvasó másképp annak függvényében, hogy hogyan vannak megfogalmazva azok."
"3803","s20723","hun","Szerintem az emberek ítélethozatala mögötti gondolatokról pórbálnak képet kapni a kutatók."
"3804","s20724","hun","Azt vettem észre, hogy sok múlt azon, hogy csak a történetekben szereplő személyek helyzetét figyelembe véve vizsgáltuk a kérdéseket vagy, hogy a teljes képet vettük jobban figyelembe. Talán hasonlóhoz lehetett köze a kísérlet céljának."
"3805","s20728","hun","Kideríteni, hogy egy szövegnek/megfogalmazás módnak/információnak milyen olvasata van különböző emberek számára."
"3806","s20729","hun","Kideríteni azt, hogy milyen módon hatnak a szövegek az egyes egyénekre."
"3807","s20730","hun","Talán kideríteni, hogy mi az emberek véleménye egy másik emberről ha valamit akár tévesen gondol, mond, annak függvényében, hogy milyen korú, műveltségű, milyen nemű, társadalmi helyzetű. Valamint a több új adattal teli szövegekhez viszonyítva."
"3808","s20733","hun","Szerintem ennek a kutatásnak az a célja, hogy a kutatók megtudják, hogy a kitöltők mennyire tudják jól értelmezni a kérdéseket és mennyire tudnak a részletekre figyelni."
"3809","s20736","hun","Az ítélőképesség felmérése."
"3810","s20739","hun","Szerintem az volt a célja, hogy tudatosuljon bennünk, hogy nem minden igaz, és nem mindent kell elhinnünk amit látunk, vagy amit mondanak nekünk."
"3811","s20741","hun","Kideríteni azt, hogy az emberek mennyire értik meg az olvasott szöveget."
"3812","s20745","hun","Az a célja, hogy felmérje az emberek ítélési képességeit különböző szituációkban."
"3813","s20749","hun","Szerintem az lehet a célja, hogy kiderüljön mennyire gondolnak az emberek evidensnek dolgokat.
Pedig nem minden az, aminek látszik."
"3814","s20751","hun","Szövegértés javítása."
"3815","s20752","hun","Figyeli a szövegértő képességed."
"3816","s20753","hun","szerintem a befolyásolhatóság és az intuició használata, hiszen Emmát be is csaphatták (volna), egy gyémánt ékszer nagyon drága, és befolyásolták az eladók, kihasználva a cég jó hírét. Az állatos feladatnál a srác a saját tudására és megérzésére hallgatt , ahogy a férfi is a második feladatnál."
"3817","s20755","hun","Kognitív képességek és a figyelmes olvasás tesztelése"
"3818","s20756","hun","Az ékszeres történet kapcsán gondoltam, hogy esetleg a tudatos vásárlással kapcsolatban lehet a kísérlet."
"3819","s20757","hun","Talán az lehet, hogyan vélekedünk emberek döntéseiről, ha mi tudunk minden olyan információt, amiket ők nem, azaz hogyan befolyásolja a körülmények ismerete a döntések megítélését."
"3820","s20758","hun","Szerintem a naiv tudatelmélethez kapcsolódhat a kísérlet."
"3821","s20759","hun","Annak a tanulmányozása, hogy az emberek milyen tényezők hatására/befolyására gondolják úgy, hogy a meggyőződésük valamiről ésszerű, megkérdőjelezhetetlen, igaz."
"3822","s20760","hun","Értelmező képesség, koncentráció, figyelem mérése/megfigyelése"
"3823","s20762","hun","Azt gondolnám, a kutatás célja főleg az emberek szövegértelmezésének és a nyelvi logikának a kutatása - hogy mi az, amit valóban tudunk egy szövegből, és mit tesz hozzá, mivel egészíti ki az agyunk; a szövegek arra a jelenségre fókuszálnak, amikor valamit valójában csak feltételezhetünk, de mégis sokszor tényként kezeljük."
"3824","s20767","hun","Szövegértés, ok-okozat összefüggésének megértése"
"3825","s20768","hun","Igazából nem tudom, talán az hogy mennyire vagyunk tudatában cselekedetinkkel vagy azzal amit kimondunk."
"3826","s20769","hun","A nyelv használatának és a gondolkodásnak a vizsgálása."
"3827","s20770","hun","Amíg nem tudom, hogy biztos-e a tudásom (hamis vagy igaz az információm) addig semmiben nem lehetek biztos. De vajon hol a határ? Mikor tudhatom biztosan, hogy tudok valamit? "
"3828","s20771","hun","Értelmező képesség, figyelem, koncentráció megfigyelése"
"3829","s20774","hun","Annak a kiderítése, hogy a kísérleti alanyok, mit gondolnak mások információ feldolgozásáról, az adott szituációban leírt emberek képességei és háttértudása alapján."
"3830","s20780","hun","Kideríteni, hogy egyes emberek milyen módon dolgoznak fel, értelmeznek szövegeket, történeteket."
"3831","s20783","hun","A különböző emberek különböző gondolatmenete érdekelte véleményem szerint a kutatókat. Ezért is kellett vélemény alapján döntenünk a kísérletben."
"3832","s20788","hun","Az emberek szövegértésének és gondolkodás módjának felmérése."
"3833","s20789","hun","Felmérni, hogy az emberek mennyire értenek meg egy olvasott szöveget, illetve hogyan ítélik meg a leírtak alapján azt, ahogyan mások észlelnek."
"3834","s20790","hun","A valóság és a gondolatok közti különbség vizsgálata"
"3835","s20792","hun","Figyelni a részletekre. 
A 2. szöveg esetében eszembe jutott az is, hogy a nők hajlamosak azt feltételezni egy szép ékszerről, hogy értékes is és könnyen befolyásolhatóak."
"3836","s20793","hun","Szerintem az a célja, hogy a kutatásban részvevőkről megtudják mit gondolnak arról, hogy a tudatlanság felment-e a ""következményei"" alól."
"3837","s20795","hun","Szerintem az a kísérlet célja, hogy felmérjék, hogyan vélekednek a résztvevők arról, hogy mi a hinni és a tudni jelentése."
"3838","s20796","hun","A látszat és a valóság elkülönítése."
"3839","s20798","hun","Talán az, hogy a különféle emberek különböző szituációkban született döntéseit, cselekedeteit mennyire ítéljük meg tudatosnak vagy tudattalannak. "
"3840","s20803","hun","Nézőpont-kutatás."
"3841","s20804","hun","nem tudom"
"3842","s20805","hun","Hogy bővítsük a tudásunkat a nyelvi működést illetően"
"3843","s20807","hun","Szerintem a memóriát vizsgálja"
"3844","s20821","hun","Felmérni, hogy az emberek mennyire tudják más vélekedéseit megérteni."
"3845","s20823","hun","A kutatás célja, hogy felmérje a kutatásban résztvevő alanyokat, hogy hogyan látják a történetekben leírt szituációkat és emberi reakciókat."
"3846","s20826","hun","Mentalizáció vizsgálata, mi az amit mi tudunk a történetből, és mi az, amit a szereplő."
"3847","s20828","hun","Az emberek józan paraszti eszének és olvasási készségeinek felmérése."
"3848","s20830","hun","Nem tudom, pontosan mi lehet a célja."
"3849","s20831","hun","Szövegértelmezési statisztika az emberi megismerésről."
"3850","s20832","hun","Gondolom, hogy vizsgálják, hogy különböző emberekből ugyanazon szövegből milyen következtetések jönnek le."
"3851","s20833","hun","szövegértés és a helyzet megítélése"
