"","luck_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond","luck_vas_combined_source"
"21146","Luck","Gerald","s3521","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",26,"male",12,"Ignorance","Binary"
"21147","Ability","Emma","s3521","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",26,"male",12,"Gettier","Binary"
"21148","Ability","Gerald","s3522","20e15d6f0eb0520239a9f7921b1ee905","Yes",98,"female",16,"Ignorance","VAS"
"21149","Luck","Darrel","s3522","20e15d6f0eb0520239a9f7921b1ee905","Yes",98,"female",16,"Gettier","VAS"
"21151","Luck","Emma","s3523","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",12,"Gettier","Binary"
"21152","Ability","Darrel","s3523","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",12,"Ignorance","Binary"
"21153","Ability","Gerald","s3523","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",12,"Knowledge","Binary"
"21178","Luck","Darrel","s3540","20e15d6f0eb0520239a9f7921b1ee905","Yes",32,"female",18,"Gettier","VAS"
"21179","Luck","Emma","s3540","20e15d6f0eb0520239a9f7921b1ee905","Yes",32,"female",18,"Knowledge","VAS"
"21180","Ability","Gerald","s3540","20e15d6f0eb0520239a9f7921b1ee905","Yes",32,"female",18,"Ignorance","VAS"
"21181","Luck","Gerald","s3543","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"female",16,"Gettier","VAS"
"21182","Luck","Darrel","s3543","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"female",16,"Knowledge","VAS"
"21183","Luck","Emma","s3543","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"female",16,"Ignorance","VAS"
"21193","Luck","Emma","s3556","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",29,"female",13,"Gettier","Binary"
"21194","Ability","Darrel","s3556","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",29,"female",13,"Knowledge","Binary"
"21195","Ability","Gerald","s3556","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",29,"female",13,"Ignorance","Binary"
"21223","Ability","Darrel","s3579","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",12,"Ignorance","Binary"
"21224","Luck","Emma","s3579","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",12,"Knowledge","Binary"
"21225","Luck","Gerald","s3579","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",12,"Gettier","Binary"
"21241","Ability","Gerald","s3589","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Ignorance","Binary"
"21242","Luck","Darrel","s3589","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Knowledge","Binary"
"21243","Luck","Emma","s3589","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Gettier","Binary"
"21244","Ability","Gerald","s3590","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",12,"Ignorance","Binary"
"21245","Ability","Darrel","s3590","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",12,"Knowledge","Binary"
"21246","Luck","Emma","s3590","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",12,"Gettier","Binary"
"21247","Luck","Darrel","s3591","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",12,"Gettier","Binary"
"21248","Ability","Gerald","s3591","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",12,"Knowledge","Binary"
"21249","Ability","Emma","s3591","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",12,"Ignorance","Binary"
"21257","Luck","Darrel","s3594","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Gettier","VAS"
"21258","Luck","Emma","s3594","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Ignorance","VAS"
"21274","Luck","Gerald","s3601","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"male",12,"Knowledge","VAS"
"21275","Ability","Darrel","s3601","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"male",12,"Gettier","VAS"
"21276","Ability","Emma","s3601","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"male",12,"Ignorance","VAS"
"21298","Luck","Emma","s3611","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"male",12,"Knowledge","VAS"
"21299","Luck","Darrel","s3611","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"male",12,"Ignorance","VAS"
"21300","Ability","Gerald","s3611","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"male",12,"Gettier","VAS"
"21304","Ability","Darrel","s3615","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Gettier","Binary"
"21305","Ability","Gerald","s3615","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Knowledge","Binary"
"21306","Ability","Emma","s3615","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Ignorance","Binary"
"21310","Ability","Gerald","s3617","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",12,"Ignorance","Binary"
"21311","Luck","Emma","s3617","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",12,"Knowledge","Binary"
"21312","Luck","Darrel","s3617","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",12,"Gettier","Binary"
"21313","Luck","Emma","s3620","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"female",14,"Ignorance","VAS"
"21314","Luck","Darrel","s3620","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"female",14,"Knowledge","VAS"
"21315","Luck","Gerald","s3620","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"female",14,"Gettier","VAS"
"21331","Ability","Gerald","s3633","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",26,"male",12,"Ignorance","VAS"
"21332","Luck","Emma","s3633","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",26,"male",12,"Knowledge","VAS"
"21333","Ability","Darrel","s3633","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",26,"male",12,"Gettier","VAS"
"21352","Luck","Darrel","s3640","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",12,"Gettier","VAS"
"21353","Luck","Emma","s3640","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",12,"Ignorance","VAS"
"21354","Ability","Gerald","s3640","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",12,"Knowledge","VAS"
"21355","Luck","Gerald","s3641","20e15d6f0eb0520239a9f7921b1ee905","Yes",26,"male",16,"Gettier","VAS"
"21356","Ability","Darrel","s3641","20e15d6f0eb0520239a9f7921b1ee905","Yes",26,"male",16,"Ignorance","VAS"
"21358","Luck","Darrel","s3643","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Gettier","VAS"
"21359","Ability","Emma","s3643","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Ignorance","VAS"
"21360","Ability","Gerald","s3643","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Knowledge","VAS"
"21361","Ability","Gerald","s3647","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"female",12,"Knowledge","Binary"
"21362","Luck","Emma","s3647","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"female",12,"Gettier","Binary"
"21363","Ability","Darrel","s3647","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"female",12,"Ignorance","Binary"
"21373","Luck","Emma","s3660","20e15d6f0eb0520239a9f7921b1ee905","Yes",44,"female",18,"Gettier","VAS"
"21374","Luck","Gerald","s3660","20e15d6f0eb0520239a9f7921b1ee905","Yes",44,"female",18,"Ignorance","VAS"
"21375","Luck","Darrel","s3660","20e15d6f0eb0520239a9f7921b1ee905","Yes",44,"female",18,"Knowledge","VAS"
"21376","Luck","Gerald","s3662","20e15d6f0eb0520239a9f7921b1ee905","Yes",18,"female",12,"Gettier","VAS"
"21377","Ability","Darrel","s3662","20e15d6f0eb0520239a9f7921b1ee905","Yes",18,"female",12,"Ignorance","VAS"
"21378","Ability","Emma","s3662","20e15d6f0eb0520239a9f7921b1ee905","Yes",18,"female",12,"Knowledge","VAS"
"21391","Luck","Gerald","s3667","25c0099bdeb9900e64b3f1e17ea9cf32","No",19,"male",13,"Ignorance","VAS"
"21392","Ability","Darrel","s3667","25c0099bdeb9900e64b3f1e17ea9cf32","No",19,"male",13,"Gettier","VAS"
"21393","Luck","Emma","s3667","25c0099bdeb9900e64b3f1e17ea9cf32","No",19,"male",13,"Knowledge","VAS"
"21394","Ability","Gerald","s3668","25c0099bdeb9900e64b3f1e17ea9cf32","No",23,"female",16,"Knowledge","VAS"
"21395","Luck","Darrel","s3668","25c0099bdeb9900e64b3f1e17ea9cf32","No",23,"female",16,"Gettier","VAS"
"21396","Luck","Emma","s3668","25c0099bdeb9900e64b3f1e17ea9cf32","No",23,"female",16,"Ignorance","VAS"
"21400","Luck","Emma","s3672","25c0099bdeb9900e64b3f1e17ea9cf32","No",26,"male",18,"Ignorance","VAS"
"21401","Ability","Darrel","s3672","25c0099bdeb9900e64b3f1e17ea9cf32","No",26,"male",18,"Knowledge","VAS"
"21402","Luck","Gerald","s3672","25c0099bdeb9900e64b3f1e17ea9cf32","No",26,"male",18,"Gettier","VAS"
"21403","Luck","Gerald","s3673","25c0099bdeb9900e64b3f1e17ea9cf32","No",22,"female",16,"Gettier","VAS"
"21404","Ability","Emma","s3673","25c0099bdeb9900e64b3f1e17ea9cf32","No",22,"female",16,"Ignorance","VAS"
"21405","Ability","Darrel","s3673","25c0099bdeb9900e64b3f1e17ea9cf32","No",22,"female",16,"Knowledge","VAS"
"21406","Ability","Darrel","s3674","20e15d6f0eb0520239a9f7921b1ee905","No",19,"female",14,"Ignorance","VAS"
"21407","Luck","Gerald","s3674","20e15d6f0eb0520239a9f7921b1ee905","No",19,"female",14,"Knowledge","VAS"
"21408","Luck","Emma","s3674","20e15d6f0eb0520239a9f7921b1ee905","No",19,"female",14,"Gettier","VAS"
"21424","Ability","Gerald","s3693","20e15d6f0eb0520239a9f7921b1ee905","Yes",24,"female",15,"Ignorance","VAS"
"21425","Luck","Emma","s3693","20e15d6f0eb0520239a9f7921b1ee905","Yes",24,"female",15,"Knowledge","VAS"
"21426","Ability","Darrel","s3693","20e15d6f0eb0520239a9f7921b1ee905","Yes",24,"female",15,"Gettier","VAS"
"21427","Ability","Gerald","s3695","20e15d6f0eb0520239a9f7921b1ee905","Yes",36,"male",18,"Knowledge","VAS"
"21428","Luck","Emma","s3695","20e15d6f0eb0520239a9f7921b1ee905","Yes",36,"male",18,"Gettier","VAS"
"21429","Luck","Darrel","s3695","20e15d6f0eb0520239a9f7921b1ee905","Yes",36,"male",18,"Ignorance","VAS"
"21433","Luck","Emma","s3704","2c70764140dc2267dc65e463842c75dd","Yes",21,"female",15,"Knowledge","VAS"
"21434","Luck","Gerald","s3704","2c70764140dc2267dc65e463842c75dd","Yes",21,"female",15,"Gettier","VAS"
"21435","Luck","Darrel","s3704","2c70764140dc2267dc65e463842c75dd","Yes",21,"female",15,"Ignorance","VAS"
"21437","Luck","Gerald","s3709","25c0099bdeb9900e64b3f1e17ea9cf32","No",24,"male",18,"Ignorance","VAS"
"21438","Luck","Darrel","s3709","25c0099bdeb9900e64b3f1e17ea9cf32","No",24,"male",18,"Gettier","VAS"
"21439","Ability","Gerald","s3710","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",15,"Gettier","VAS"
"21440","Luck","Emma","s3710","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",15,"Knowledge","VAS"
"21441","Ability","Darrel","s3710","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",15,"Ignorance","VAS"
"21442","Luck","Gerald","s3712","20e15d6f0eb0520239a9f7921b1ee905","Yes",36,"female",18,"Gettier","VAS"
"21443","Luck","Emma","s3712","20e15d6f0eb0520239a9f7921b1ee905","Yes",36,"female",18,"Knowledge","VAS"
"21444","Ability","Darrel","s3712","20e15d6f0eb0520239a9f7921b1ee905","Yes",36,"female",18,"Ignorance","VAS"
"21460","Ability","Darrel","s3720","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",28,"male",12,"Knowledge","VAS"
"21461","Ability","Emma","s3720","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",28,"male",12,"Ignorance","VAS"
"21463","Luck","Emma","s3721","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",12,"Knowledge","VAS"
"21464","Luck","Gerald","s3721","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",12,"Gettier","VAS"
"21465","Ability","Darrel","s3721","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",12,"Ignorance","VAS"
"21481","Luck","Emma","s3728","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"male",15,"Knowledge","VAS"
"21482","Luck","Gerald","s3728","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"male",15,"Ignorance","VAS"
"21484","Ability","Gerald","s3729","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Ignorance","VAS"
"21485","Ability","Emma","s3729","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Knowledge","VAS"
"21487","Luck","Emma","s3730","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",12,"Gettier","VAS"
"21488","Ability","Gerald","s3730","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",12,"Ignorance","VAS"
"21489","Ability","Darrel","s3730","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",12,"Knowledge","VAS"
"21493","Ability","Emma","s3732","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",13,"Knowledge","Binary"
"21494","Ability","Darrel","s3732","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",13,"Gettier","Binary"
"21495","Ability","Gerald","s3732","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",13,"Ignorance","Binary"
"21508","Luck","Darrel","s3738","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",31,"female",12,"Gettier","Binary"
"21510","Luck","Gerald","s3738","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",31,"female",12,"Ignorance","Binary"
"21511","Luck","Darrel","s3739","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"male",12,"Gettier","VAS"
"21512","Ability","Gerald","s3739","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"male",12,"Knowledge","VAS"
"21513","Ability","Emma","s3739","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"male",12,"Ignorance","VAS"
"21520","Ability","Emma","s3744","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",18,"Ignorance","Binary"
"21522","Ability","Darrel","s3744","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",18,"Knowledge","Binary"
"21523","Ability","Darrel","s3745","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Knowledge","Binary"
"21524","Luck","Gerald","s3745","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Gettier","Binary"
"21525","Ability","Emma","s3745","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Ignorance","Binary"
"21530","Luck","Emma","s3755","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",26,"female",13,"Knowledge","Binary"
"21531","Luck","Gerald","s3755","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",26,"female",13,"Gettier","Binary"
"21532","Ability","Darrel","s3756","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",11,"Ignorance","VAS"
"21533","Luck","Emma","s3756","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",11,"Knowledge","VAS"
"21534","Ability","Gerald","s3756","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",11,"Gettier","VAS"
"21556","Luck","Emma","s3764","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Gettier","VAS"
"21557","Ability","Darrel","s3764","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Knowledge","VAS"
"21558","Ability","Gerald","s3764","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Ignorance","VAS"
"21562","Ability","Gerald","s3766","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Ignorance","VAS"
"21563","Luck","Emma","s3766","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Knowledge","VAS"
"21564","Luck","Darrel","s3766","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Gettier","VAS"
"21565","Luck","Emma","s3767","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Gettier","VAS"
"21566","Ability","Darrel","s3767","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Ignorance","VAS"
"21567","Luck","Gerald","s3767","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Knowledge","VAS"
"21577","Ability","Darrel","s3771","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"male",12,"Knowledge","Binary"
"21578","Ability","Emma","s3771","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"male",12,"Ignorance","Binary"
"21579","Luck","Gerald","s3771","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"male",12,"Gettier","Binary"
"21583","Ability","Gerald","s3773","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Gettier","Binary"
"21584","Ability","Darrel","s3773","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Knowledge","Binary"
"21585","Luck","Emma","s3773","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Ignorance","Binary"
"21589","Ability","Gerald","s3775","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",12,"Knowledge","VAS"
"21590","Ability","Darrel","s3775","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",12,"Ignorance","VAS"
"21591","Luck","Emma","s3775","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",12,"Gettier","VAS"
"21601","Luck","Gerald","s3780","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",18,"Gettier","VAS"
"21602","Ability","Darrel","s3780","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",18,"Knowledge","VAS"
"21603","Ability","Emma","s3780","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",18,"Ignorance","VAS"
"21610","Ability","Gerald","s3783","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",13,"Knowledge","Binary"
"21611","Ability","Darrel","s3783","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",13,"Gettier","Binary"
"21612","Ability","Emma","s3783","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",13,"Ignorance","Binary"
"21613","Ability","Emma","s3784","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Knowledge","VAS"
"21615","Ability","Gerald","s3784","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Ignorance","VAS"
"21619","Luck","Gerald","s3786","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Gettier","VAS"
"21620","Ability","Darrel","s3786","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Ignorance","VAS"
"21621","Ability","Emma","s3786","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Knowledge","VAS"
"21622","Luck","Gerald","s3787","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",12,"Ignorance","VAS"
"21623","Ability","Darrel","s3787","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",12,"Knowledge","VAS"
"21624","Luck","Emma","s3787","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",12,"Gettier","VAS"
"21643","Luck","Darrel","s3794","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"female",12,"Gettier","Binary"
"21644","Ability","Gerald","s3794","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"female",12,"Knowledge","Binary"
"21645","Ability","Emma","s3794","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"female",12,"Ignorance","Binary"
"21656","Ability","Darrel","s3798","bfe85dfa8a47470e2600b4bae1dfe4c1","No",19,"male",12,"Gettier","VAS"
"21657","Luck","Gerald","s3798","bfe85dfa8a47470e2600b4bae1dfe4c1","No",19,"male",12,"Knowledge","VAS"
"21658","Ability","Emma","s3799","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Gettier","Binary"
"21659","Luck","Gerald","s3799","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Ignorance","Binary"
"21660","Luck","Darrel","s3799","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Knowledge","Binary"
"21673","Luck","Emma","s3809","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Knowledge","Binary"
"21674","Luck","Gerald","s3809","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Gettier","Binary"
"21675","Ability","Darrel","s3809","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Ignorance","Binary"
"21676","Ability","Gerald","s3811","bfe85dfa8a47470e2600b4bae1dfe4c1","No",23,"female",12,"Knowledge","VAS"
"21677","Ability","Darrel","s3811","bfe85dfa8a47470e2600b4bae1dfe4c1","No",23,"female",12,"Gettier","VAS"
"21678","Ability","Emma","s3811","bfe85dfa8a47470e2600b4bae1dfe4c1","No",23,"female",12,"Ignorance","VAS"
"21694","Luck","Gerald","s3819","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"male",12,"Gettier","Binary"
"21695","Ability","Emma","s3819","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"male",12,"Knowledge","Binary"
"21696","Ability","Darrel","s3819","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"male",12,"Ignorance","Binary"
"21697","Luck","Gerald","s3820","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",8,"Ignorance","VAS"
"21698","Ability","Emma","s3820","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",8,"Knowledge","VAS"
"21699","Luck","Darrel","s3820","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",8,"Gettier","VAS"
"21703","Ability","Emma","s3822","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"male",12,"Ignorance","VAS"
"21704","Ability","Darrel","s3822","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"male",12,"Knowledge","VAS"
"21705","Ability","Gerald","s3822","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"male",12,"Gettier","VAS"
"21724","Luck","Darrel","s3836","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"male",13,"Ignorance","VAS"
"21725","Luck","Gerald","s3836","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"male",13,"Gettier","VAS"
"21726","Ability","Emma","s3836","20e15d6f0eb0520239a9f7921b1ee905","Yes",20,"male",13,"Knowledge","VAS"
"21733","Luck","Emma","s3839","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"female",17,"Gettier","VAS"
"21734","Luck","Gerald","s3839","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"female",17,"Knowledge","VAS"
"21735","Ability","Darrel","s3839","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"female",17,"Ignorance","VAS"
"21736","Luck","Gerald","s3841","25c0099bdeb9900e64b3f1e17ea9cf32","No",24,"female",17,"Knowledge","VAS"
"21737","Luck","Darrel","s3841","25c0099bdeb9900e64b3f1e17ea9cf32","No",24,"female",17,"Ignorance","VAS"
"21738","Luck","Emma","s3841","25c0099bdeb9900e64b3f1e17ea9cf32","No",24,"female",17,"Gettier","VAS"
"21742","Ability","Darrel","s3843","25c0099bdeb9900e64b3f1e17ea9cf32","No",21,"female",15,"Ignorance","VAS"
"21743","Luck","Gerald","s3843","25c0099bdeb9900e64b3f1e17ea9cf32","No",21,"female",15,"Gettier","VAS"
"21744","Luck","Emma","s3843","25c0099bdeb9900e64b3f1e17ea9cf32","No",21,"female",15,"Knowledge","VAS"
"21745","Ability","Emma","s3844","25c0099bdeb9900e64b3f1e17ea9cf32","No",21,"male",12,"Ignorance","VAS"
"21746","Luck","Darrel","s3844","25c0099bdeb9900e64b3f1e17ea9cf32","No",21,"male",12,"Knowledge","VAS"
"21747","Luck","Gerald","s3844","25c0099bdeb9900e64b3f1e17ea9cf32","No",21,"male",12,"Gettier","VAS"
"21757","Luck","Gerald","s3869","2c70764140dc2267dc65e463842c75dd","Yes",23,"male",17,"Knowledge","VAS"
"21758","Luck","Darrel","s3869","2c70764140dc2267dc65e463842c75dd","Yes",23,"male",17,"Ignorance","VAS"
"21759","Luck","Emma","s3869","2c70764140dc2267dc65e463842c75dd","Yes",23,"male",17,"Gettier","VAS"
"21760","Luck","Darrel","s3870","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Gettier","VAS"
"21761","Luck","Gerald","s3870","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Ignorance","VAS"
"21762","Luck","Emma","s3870","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Knowledge","VAS"
"21766","Ability","Darrel","s3873","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",14,"Knowledge","VAS"
"21767","Luck","Emma","s3873","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",14,"Gettier","VAS"
"21768","Luck","Gerald","s3873","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",14,"Ignorance","VAS"
"21769","Luck","Emma","s3874","2c70764140dc2267dc65e463842c75dd","Yes",22,"male",15,"Knowledge","VAS"
"21770","Ability","Darrel","s3874","2c70764140dc2267dc65e463842c75dd","Yes",22,"male",15,"Ignorance","VAS"
"21771","Luck","Gerald","s3874","2c70764140dc2267dc65e463842c75dd","Yes",22,"male",15,"Gettier","VAS"
"21772","Luck","Gerald","s3875","2c70764140dc2267dc65e463842c75dd","Yes",23,"male",16,"Ignorance","VAS"
"21773","Luck","Darrel","s3875","2c70764140dc2267dc65e463842c75dd","Yes",23,"male",16,"Gettier","VAS"
"21774","Luck","Emma","s3875","2c70764140dc2267dc65e463842c75dd","Yes",23,"male",16,"Knowledge","VAS"
"21775","Luck","Emma","s3876","2c70764140dc2267dc65e463842c75dd","Yes",25,"male",18,"Gettier","VAS"
"21776","Luck","Gerald","s3876","2c70764140dc2267dc65e463842c75dd","Yes",25,"male",18,"Ignorance","VAS"
"21777","Ability","Darrel","s3876","2c70764140dc2267dc65e463842c75dd","Yes",25,"male",18,"Knowledge","VAS"
"21781","Ability","Darrel","s3881","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"male",12,"Knowledge","VAS"
"21782","Luck","Emma","s3881","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"male",12,"Gettier","VAS"
"21783","Ability","Gerald","s3881","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"male",12,"Ignorance","VAS"
"21790","Ability","Darrel","s3884","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"male",13,"Knowledge","Binary"
