"","know_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond","vignette_order","cond_order"
"22566","Knows","Darrel","s4373","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"male",13,"Ignorance","GED","GKI"
"22585","Knows","Darrel","s4385","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",13,"Knowledge","GDE","IKG"
"22586","Believes","Emma","s4385","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",13,"Gettier","GDE","IKG"
"22587","Believes","Gerald","s4385","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",13,"Ignorance","GDE","IKG"
"22591","Believes","Darrel","s4387","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Ignorance","EGD","GKI"
"22592","Believes","Emma","s4387","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Gettier","EGD","GKI"
"22593","Knows","Gerald","s4387","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Knowledge","EGD","GKI"
"22621","Believes","Gerald","s4403","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",34,"male",12,"Gettier","GDE","GIK"
"22622","Believes","Darrel","s4403","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",34,"male",12,"Ignorance","GDE","GIK"
"22623","Believes","Emma","s4403","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",34,"male",12,"Knowledge","GDE","GIK"
"22624","Knows","Gerald","s4409","20e15d6f0eb0520239a9f7921b1ee905","Yes",25,"female",18,"Knowledge","EGD","GKI"
"22625","Believes","Darrel","s4409","20e15d6f0eb0520239a9f7921b1ee905","Yes",25,"female",18,"Ignorance","EGD","GKI"
"22626","Believes","Emma","s4409","20e15d6f0eb0520239a9f7921b1ee905","Yes",25,"female",18,"Gettier","EGD","GKI"
"22633","Believes","Emma","s4415","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"male",12,"Ignorance","EGD","IKG"
"22634","Knows","Darrel","s4415","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"male",12,"Gettier","EGD","IKG"
"22635","Knows","Gerald","s4415","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"male",12,"Knowledge","EGD","IKG"
"22639","Believes","Darrel","s4423","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"female",12,"Knowledge","GED","GIK"
"22640","Believes","Gerald","s4423","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"female",12,"Gettier","GED","GIK"
"22641","Believes","Emma","s4423","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"female",12,"Ignorance","GED","GIK"
"22675","Believes","Emma","s4490","20e15d6f0eb0520239a9f7921b1ee905","Yes",35,"female",16,"Knowledge","DEG","GKI"
"22676","Knows","Darrel","s4490","20e15d6f0eb0520239a9f7921b1ee905","Yes",35,"female",16,"Gettier","DEG","GKI"
"22677","Knows","Gerald","s4490","20e15d6f0eb0520239a9f7921b1ee905","Yes",35,"female",16,"Ignorance","DEG","GKI"
"22687","Believes","Darrel","s4503","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Gettier","DGE","GKI"
"22688","Believes","Emma","s4503","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Ignorance","DGE","GKI"
"22689","Knows","Gerald","s4503","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Knowledge","DGE","GKI"
"22696","Believes","Emma","s4506","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Gettier","EGD","GKI"
"22697","Believes","Gerald","s4506","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Knowledge","EGD","GKI"
"22698","Believes","Darrel","s4506","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Ignorance","EGD","GKI"
"22712","Knows","Darrel","s4513","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",22,"female",15,"Gettier","GED","KIG"
"22713","Knows","Emma","s4513","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",22,"female",15,"Ignorance","GED","KIG"
"22720","Knows","Gerald","s4519","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Gettier","EDG","IKG"
"22721","Knows","Darrel","s4519","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Knowledge","EDG","IKG"
"22722","Believes","Emma","s4519","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Ignorance","EDG","IKG"
"22732","Believes","Emma","s4523","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",13,"Ignorance","EGD","IKG"
"22733","Believes","Darrel","s4523","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",13,"Gettier","EGD","IKG"
"22734","Knows","Gerald","s4523","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",13,"Knowledge","EGD","IKG"
"22750","Believes","Emma","s4529","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",13,"Knowledge","EGD","KGI"
"22751","Knows","Darrel","s4529","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",13,"Ignorance","EGD","KGI"
"22752","Knows","Gerald","s4529","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",13,"Gettier","EGD","KGI"
"22762","Believes","Emma","s4533","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",13,"Gettier","DEG","KGI"
"22763","Knows","Darrel","s4533","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",13,"Knowledge","DEG","KGI"
"22764","Believes","Gerald","s4533","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",13,"Ignorance","DEG","KGI"
"22765","Believes","Emma","s4534","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"male",12,"Ignorance","DEG","GIK"
"22766","Believes","Gerald","s4534","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"male",12,"Knowledge","DEG","GIK"
"22767","Believes","Darrel","s4534","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"male",12,"Gettier","DEG","GIK"
"22768","Believes","Gerald","s4535","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",12,"Ignorance","EGD","KIG"
"22769","Believes","Darrel","s4535","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",12,"Gettier","EGD","KIG"
"22770","Knows","Emma","s4535","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",12,"Knowledge","EGD","KIG"
"22783","Knows","Darrel","s4540","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",16,"Gettier","GED","IKG"
"22784","Believes","Gerald","s4540","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",16,"Ignorance","GED","IKG"
"22785","Knows","Emma","s4540","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",16,"Knowledge","GED","IKG"
"22789","Knows","Darrel","s4542","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",17,"Knowledge","DEG","KGI"
"22790","Believes","Emma","s4542","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",17,"Gettier","DEG","KGI"
"22791","Believes","Gerald","s4542","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",17,"Ignorance","DEG","KGI"
"22798","Believes","Emma","s4546","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",13,"Gettier","DEG","IGK"
"22799","Knows","Gerald","s4546","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",13,"Knowledge","DEG","IGK"
"22800","Knows","Darrel","s4546","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",13,"Ignorance","DEG","IGK"
"22811","Believes","Emma","s4560","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Gettier","EDG","GIK"
"22812","Knows","Gerald","s4560","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Knowledge","EDG","GIK"
"22819","Knows","Darrel","s4564","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",19,"male",14,"Knowledge","DEG","KGI"
"22820","Believes","Emma","s4564","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",19,"male",14,"Gettier","DEG","KGI"
"22821","Believes","Gerald","s4564","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",19,"male",14,"Ignorance","DEG","KGI"
"22834","Believes","Gerald","s4570","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",37,"female",13,"Knowledge","DGE","IKG"
"22835","Believes","Darrel","s4570","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",37,"female",13,"Ignorance","DGE","IKG"
"22836","Believes","Emma","s4570","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",37,"female",13,"Gettier","DGE","IKG"
"22840","Knows","Gerald","s4572","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Knowledge","DGE","IKG"
"22841","Believes","Emma","s4572","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Gettier","DGE","IKG"
"22842","Believes","Darrel","s4572","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Ignorance","DGE","IKG"
"22846","Knows","Gerald","s4574","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Knowledge","GDE","KIG"
"22847","Believes","Emma","s4574","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Gettier","GDE","KIG"
"22858","Believes","Darrel","s4581","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Knowledge","GDE","GKI"
"22859","Believes","Emma","s4581","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Ignorance","GDE","GKI"
"22860","Knows","Gerald","s4581","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Gettier","GDE","GKI"
"22876","Knows","Emma","s4589","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Gettier","EGD","GIK"
"22877","Believes","Gerald","s4589","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Ignorance","EGD","GIK"
"22878","Knows","Darrel","s4589","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Knowledge","EGD","GIK"
"22900","Knows","Darrel","s4599","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Gettier","DGE","GIK"
"22901","Believes","Emma","s4599","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Knowledge","DGE","GIK"
"22902","Believes","Gerald","s4599","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Ignorance","DGE","GIK"
"22906","Knows","Darrel","s4601","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Gettier","DGE","GIK"
"22907","Believes","Emma","s4601","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Knowledge","DGE","GIK"
"22908","Believes","Gerald","s4601","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Ignorance","DGE","GIK"
"22975","Knows","Darrel","s4658","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",17,"Ignorance","GDE","KIG"
"22977","Knows","Gerald","s4658","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",17,"Knowledge","GDE","KIG"
"22978","Believes","Gerald","s4662","20e15d6f0eb0520239a9f7921b1ee905","Yes",27,"female",16,"Gettier","GED","GKI"
"22979","Believes","Darrel","s4662","20e15d6f0eb0520239a9f7921b1ee905","Yes",27,"female",16,"Ignorance","GED","GKI"
"22980","Believes","Emma","s4662","20e15d6f0eb0520239a9f7921b1ee905","Yes",27,"female",16,"Knowledge","GED","GKI"
"22990","Believes","Gerald","s4673","20e15d6f0eb0520239a9f7921b1ee905","Yes",32,"male",17,"Knowledge","DEG","GIK"
"22991","Believes","Emma","s4673","20e15d6f0eb0520239a9f7921b1ee905","Yes",32,"male",17,"Ignorance","DEG","GIK"
"22992","Knows","Darrel","s4673","20e15d6f0eb0520239a9f7921b1ee905","Yes",32,"male",17,"Gettier","DEG","GIK"
"22993","Believes","Emma","s4676","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",13,"Gettier","DGE","KIG"
"22994","Believes","Gerald","s4676","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",13,"Ignorance","DGE","KIG"
"22995","Knows","Darrel","s4676","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",13,"Knowledge","DGE","KIG"
"22999","Believes","Emma","s4680","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",27,"male",14,"Gettier","DGE","KIG"
"23000","Knows","Darrel","s4680","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",27,"male",14,"Knowledge","DGE","KIG"
"23001","Believes","Gerald","s4680","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",27,"male",14,"Ignorance","DGE","KIG"
"23011","Believes","Darrel","s4687","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Ignorance","DEG","IKG"
"23012","Knows","Gerald","s4687","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Gettier","DEG","IKG"
"23013","Believes","Emma","s4687","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Knowledge","DEG","IKG"
"23023","Believes","Emma","s4695","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",11,"Gettier","DGE","KIG"
"23024","Knows","Gerald","s4695","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",11,"Ignorance","DGE","KIG"
"23025","Knows","Darrel","s4695","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",11,"Knowledge","DGE","KIG"
"23029","Knows","Gerald","s4701","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",13,"Knowledge","DGE","IKG"
"23030","Knows","Darrel","s4701","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",13,"Ignorance","DGE","IKG"
"23031","Believes","Emma","s4701","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",13,"Gettier","DGE","IKG"
"23038","Believes","Darrel","s4708","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",12,"Knowledge","GED","GIK"
"23039","Believes","Emma","s4708","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",12,"Ignorance","GED","GIK"
"23040","Believes","Gerald","s4708","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",12,"Gettier","GED","GIK"
"23047","Knows","Emma","s4711","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"female",18,"Knowledge","DEG","IKG"
"23048","Knows","Gerald","s4711","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"female",18,"Gettier","DEG","IKG"
"23049","Knows","Darrel","s4711","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"female",18,"Ignorance","DEG","IKG"
"23068","Knows","Gerald","s4721","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",11,"Knowledge","EDG","GIK"
"23069","Knows","Darrel","s4721","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",11,"Ignorance","EDG","GIK"
"23070","Believes","Emma","s4721","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",11,"Gettier","EDG","GIK"
"23074","Believes","Emma","s4723","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",30,"female",16,"Ignorance","EDG","IGK"
"23075","Knows","Darrel","s4723","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",30,"female",16,"Gettier","EDG","IGK"
"23076","Knows","Gerald","s4723","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",30,"female",16,"Knowledge","EDG","IGK"
"23080","Knows","Emma","s4729","25c0099bdeb9900e64b3f1e17ea9cf32","No",23,"female",12,"Knowledge","EGD","KGI"
"23082","Knows","Darrel","s4729","25c0099bdeb9900e64b3f1e17ea9cf32","No",23,"female",12,"Ignorance","EGD","KGI"
"23083","Believes","Emma","s4730","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"male",13,"Ignorance","GDE","GKI"
"23084","Believes","Gerald","s4730","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"male",13,"Gettier","GDE","GKI"
"23085","Believes","Darrel","s4730","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"male",13,"Knowledge","GDE","GKI"
"23086","Believes","Gerald","s4731","bfe85dfa8a47470e2600b4bae1dfe4c1","No",18,"male",12,"Knowledge","GDE","KGI"
"23087","Believes","Emma","s4731","bfe85dfa8a47470e2600b4bae1dfe4c1","No",18,"male",12,"Ignorance","GDE","KGI"
"23088","Believes","Darrel","s4731","bfe85dfa8a47470e2600b4bae1dfe4c1","No",18,"male",12,"Gettier","GDE","KGI"
"23089","Believes","Darrel","s4732","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"male",12,"Gettier","GDE","KGI"
"23090","Believes","Gerald","s4732","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"male",12,"Knowledge","GDE","KGI"
"23091","Believes","Emma","s4732","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"male",12,"Ignorance","GDE","KGI"
"23101","Knows","Darrel","s4736","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Gettier","EGD","IKG"
"23102","Believes","Gerald","s4736","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Knowledge","EGD","IKG"
"23103","Believes","Emma","s4736","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Ignorance","EGD","IKG"
"23110","Knows","Gerald","s4739","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Ignorance","DGE","GIK"
"23111","Believes","Emma","s4739","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Knowledge","DGE","GIK"
"23112","Knows","Darrel","s4739","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Gettier","DGE","GIK"
"23125","Knows","Emma","s4744","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"female",12,"Gettier","GED","IGK"
"23126","Knows","Darrel","s4744","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"female",12,"Knowledge","GED","IGK"
"23127","Knows","Gerald","s4744","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"female",12,"Ignorance","GED","IGK"
"23128","Believes","Darrel","s4745","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Ignorance","EDG","GIK"
"23129","Believes","Gerald","s4745","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Knowledge","EDG","GIK"
"23130","Believes","Emma","s4745","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Gettier","EDG","GIK"
"23134","Knows","Gerald","s4747","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Gettier","GED","GKI"
"23135","Believes","Darrel","s4747","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Ignorance","GED","GKI"
"23136","Knows","Emma","s4747","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Knowledge","GED","GKI"
"23140","Believes","Gerald","s4749","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Gettier","GDE","GIK"
"23141","Believes","Emma","s4749","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Knowledge","GDE","GIK"
"23142","Believes","Darrel","s4749","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Ignorance","GDE","GIK"
"23173","Knows","Gerald","s4760","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"female",13,"Knowledge","GED","KIG"
"23174","Believes","Emma","s4760","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"female",13,"Ignorance","GED","KIG"
"23175","Knows","Darrel","s4760","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"female",13,"Gettier","GED","KIG"
"23185","Believes","Emma","s4766","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"female",17,"Ignorance","EGD","IGK"
"23186","Believes","Gerald","s4766","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"female",17,"Gettier","EGD","IGK"
"23187","Knows","Darrel","s4766","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"female",17,"Knowledge","EGD","IGK"
"23192","Believes","Gerald","s4778","25c0099bdeb9900e64b3f1e17ea9cf32","No",26,"female",17,"Ignorance","DGE","GIK"
"23193","Knows","Darrel","s4778","25c0099bdeb9900e64b3f1e17ea9cf32","No",26,"female",17,"Gettier","DGE","GIK"
"23203","Believes","Emma","s4782","25c0099bdeb9900e64b3f1e17ea9cf32","No",29,"male",18,"Gettier","GED","IGK"
"23204","Believes","Gerald","s4782","25c0099bdeb9900e64b3f1e17ea9cf32","No",29,"male",18,"Ignorance","GED","IGK"
"23205","Knows","Darrel","s4782","25c0099bdeb9900e64b3f1e17ea9cf32","No",29,"male",18,"Knowledge","GED","IGK"
"23206","Believes","Emma","s4783","20e15d6f0eb0520239a9f7921b1ee905","Yes",24,"female",17,"Ignorance","GED","GIK"
"23207","Knows","Gerald","s4783","20e15d6f0eb0520239a9f7921b1ee905","Yes",24,"female",17,"Gettier","GED","GIK"
"23208","Believes","Darrel","s4783","20e15d6f0eb0520239a9f7921b1ee905","Yes",24,"female",17,"Knowledge","GED","GIK"
"23227","Believes","Gerald","s4808","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",20,"male",15,"Ignorance","DEG","GKI"
"23228","Believes","Darrel","s4808","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",20,"male",15,"Gettier","DEG","GKI"
"23229","Believes","Emma","s4808","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",20,"male",15,"Knowledge","DEG","GKI"
"23233","Believes","Darrel","s4811","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",22,"male",16,"Ignorance","GDE","GIK"
"23234","Believes","Emma","s4811","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",22,"male",16,"Knowledge","GDE","GIK"
"23235","Knows","Gerald","s4811","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",22,"male",16,"Gettier","GDE","GIK"
"23248","Knows","Gerald","s4825","25c0099bdeb9900e64b3f1e17ea9cf32","No",20,"female",13,"Knowledge","EDG","GIK"
"23249","Knows","Darrel","s4825","25c0099bdeb9900e64b3f1e17ea9cf32","No",20,"female",13,"Ignorance","EDG","GIK"
"23250","Believes","Emma","s4825","25c0099bdeb9900e64b3f1e17ea9cf32","No",20,"female",13,"Gettier","EDG","GIK"
"23257","Knows","Darrel","s4828","25c0099bdeb9900e64b3f1e17ea9cf32","No",22,"female",16,"Ignorance","DEG","IGK"
"23258","Believes","Gerald","s4828","25c0099bdeb9900e64b3f1e17ea9cf32","No",22,"female",16,"Knowledge","DEG","IGK"
"23263","Knows","Emma","s4830","25c0099bdeb9900e64b3f1e17ea9cf32","No",25,"male",12,"Knowledge","GED","IKG"
"23264","Believes","Darrel","s4830","25c0099bdeb9900e64b3f1e17ea9cf32","No",25,"male",12,"Gettier","GED","IKG"
"23265","Believes","Gerald","s4830","25c0099bdeb9900e64b3f1e17ea9cf32","No",25,"male",12,"Ignorance","GED","IKG"
"23275","Knows","Gerald","s4834","3e1f2a5e94450c8371562c74671ace76","Yes",21,"male",16,"Ignorance","DEG","GKI"
"23277","Believes","Darrel","s4834","3e1f2a5e94450c8371562c74671ace76","Yes",21,"male",16,"Gettier","DEG","GKI"
"23281","Believes","Gerald","s4841","3e1f2a5e94450c8371562c74671ace76","Yes",25,"female",17,"Ignorance","DGE","KIG"
"23282","Believes","Darrel","s4841","3e1f2a5e94450c8371562c74671ace76","Yes",25,"female",17,"Knowledge","DGE","KIG"
"23283","Knows","Emma","s4841","3e1f2a5e94450c8371562c74671ace76","Yes",25,"female",17,"Gettier","DGE","KIG"
"23284","Believes","Gerald","s4842","3e1f2a5e94450c8371562c74671ace76","Yes",20,"female",16,"Ignorance","DGE","KIG"
"23285","Knows","Darrel","s4842","3e1f2a5e94450c8371562c74671ace76","Yes",20,"female",16,"Knowledge","DGE","KIG"
"23286","Believes","Emma","s4842","3e1f2a5e94450c8371562c74671ace76","Yes",20,"female",16,"Gettier","DGE","KIG"
"23293","Believes","Emma","s4845","20e15d6f0eb0520239a9f7921b1ee905","Yes",38,"male",17,"Gettier","DEG","KGI"
"23294","Knows","Gerald","s4845","20e15d6f0eb0520239a9f7921b1ee905","Yes",38,"male",17,"Ignorance","DEG","KGI"
"23295","Knows","Darrel","s4845","20e15d6f0eb0520239a9f7921b1ee905","Yes",38,"male",17,"Knowledge","DEG","KGI"
"23296","Believes","Gerald","s4846","25c0099bdeb9900e64b3f1e17ea9cf32","No",21,"male",12,"Ignorance","EDG","KGI"
"23297","Believes","Darrel","s4846","25c0099bdeb9900e64b3f1e17ea9cf32","No",21,"male",12,"Gettier","EDG","KGI"
"23298","Believes","Emma","s4846","25c0099bdeb9900e64b3f1e17ea9cf32","No",21,"male",12,"Knowledge","EDG","KGI"
"23302","Knows","Gerald","s4859","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"male",13,"Gettier","EGD","KGI"
"23303","Believes","Emma","s4859","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"male",13,"Knowledge","EGD","KGI"
"23304","Believes","Darrel","s4859","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"male",13,"Ignorance","EGD","KGI"
"23311","Believes","Emma","s4865","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"female",14,"Gettier","EGD","GIK"
"23312","Knows","Gerald","s4865","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"female",14,"Ignorance","EGD","GIK"
"23313","Knows","Darrel","s4865","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"female",14,"Knowledge","EGD","GIK"
"23356","Knows","Gerald","s4961","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",21,"female",16,"Gettier","GED","GIK"
"23357","Knows","Darrel","s4961","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",21,"female",16,"Knowledge","GED","GIK"
"23358","Believes","Emma","s4961","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",21,"female",16,"Ignorance","GED","GIK"
"23410","Knows","Darrel","s5211","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",24,"female",17,"Gettier","EGD","IKG"
"23411","Knows","Gerald","s5211","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",24,"female",17,"Knowledge","EGD","IKG"
"23412","Knows","Emma","s5211","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",24,"female",17,"Ignorance","EGD","IKG"
"23479","Believes","Darrel","s5562","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",20,"male",14,"Gettier","DEG","GIK"
"23480","Believes","Emma","s5562","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",20,"male",14,"Ignorance","DEG","GIK"
"23481","Believes","Gerald","s5562","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",20,"male",14,"Knowledge","DEG","GIK"
"23584","Knows","Gerald","s590","c22875ee12b4cdfb8843ead3b8e1ddf8","No",19,"female",14,"Knowledge","DEG","IGK"
"23585","Believes","Darrel","s590","c22875ee12b4cdfb8843ead3b8e1ddf8","No",19,"female",14,"Ignorance","DEG","IGK"
