"","reason_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond"
"666","Reasonable","Darrel","q_turk_R_1Ld3qz2KR68xeVE","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Gettier"
"667","Reasonable","Gerald","q_turk_R_1LdLqRFEVCmnDvq","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",17,"Ignorance"
"668","Reasonable","Darrel","q_turk_R_1LdLqRFEVCmnDvq","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",17,"Knowledge"
"669","Reasonable","Emma","q_turk_R_1LdLqRFEVCmnDvq","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",17,"Gettier"
"670","Reasonable","Gerald","q_turk_R_1LFmlYxhe8Wezue","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Ignorance"
"671","Reasonable","Darrel","q_turk_R_1LFmlYxhe8Wezue","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Knowledge"
"672","Reasonable","Emma","q_turk_R_1LFmlYxhe8Wezue","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Gettier"
"673","Reasonable","Emma","q_turk_R_1LhPgyG4d657VYi","adaccbbc254a881db6c19b3224887bcc","Yes",37,"male",15,"Ignorance"
"674","Reasonable","Gerald","q_turk_R_1LhPgyG4d657VYi","adaccbbc254a881db6c19b3224887bcc","Yes",37,"male",15,"Knowledge"
"675","Reasonable","Darrel","q_turk_R_1LhPgyG4d657VYi","adaccbbc254a881db6c19b3224887bcc","Yes",37,"male",15,"Gettier"
"676","Reasonable","Emma","q_turk_R_1lhtLBLBn2qLqTb","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Ignorance"
"677","Reasonable","Darrel","q_turk_R_1lhtLBLBn2qLqTb","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Knowledge"
"678","Reasonable","Gerald","q_turk_R_1lhtLBLBn2qLqTb","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Gettier"
"682","Reasonable","Emma","q_turk_R_1loi0pUpW1qxsTm","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Knowledge"
"683","Reasonable","Darrel","q_turk_R_1loi0pUpW1qxsTm","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Gettier"
"684","Reasonable","Gerald","q_turk_R_1loi0pUpW1qxsTm","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Ignorance"
"685","Reasonable","Emma","q_turk_R_1LOuwc7jG9OKsMr","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",17,"Knowledge"
"686","Reasonable","Darrel","q_turk_R_1LOuwc7jG9OKsMr","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",17,"Gettier"
"687","Reasonable","Gerald","q_turk_R_1LOuwc7jG9OKsMr","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",17,"Ignorance"
"688","Unreasonable","Gerald","q_turk_R_1mFbroWJTTA5lPW","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Knowledge"
"689","Reasonable","Emma","q_turk_R_1mFbroWJTTA5lPW","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Ignorance"
"690","Reasonable","Darrel","q_turk_R_1mFbroWJTTA5lPW","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Gettier"
"694","Reasonable","Gerald","q_turk_R_1ML0uznt5LuJZxD","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Ignorance"
"695","Reasonable","Emma","q_turk_R_1ML0uznt5LuJZxD","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Knowledge"
"696","Reasonable","Darrel","q_turk_R_1ML0uznt5LuJZxD","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Gettier"
"700","Reasonable","Gerald","q_turk_R_1myeQpsKntC8cTH","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Ignorance"
"701","Reasonable","Darrel","q_turk_R_1myeQpsKntC8cTH","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Knowledge"
"702","Reasonable","Emma","q_turk_R_1myeQpsKntC8cTH","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Gettier"
"704","Reasonable","Darrel","q_turk_R_1NtqVfxWGpDtxw3","adaccbbc254a881db6c19b3224887bcc","Yes",24,"male",12,"Knowledge"
"705","Reasonable","Gerald","q_turk_R_1NtqVfxWGpDtxw3","adaccbbc254a881db6c19b3224887bcc","Yes",24,"male",12,"Gettier"
"712","Reasonable","Darrel","q_turk_R_1obSJd8LMmMEl8o","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Gettier"
"713","Reasonable","Gerald","q_turk_R_1obSJd8LMmMEl8o","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Ignorance"
"714","Reasonable","Emma","q_turk_R_1obSJd8LMmMEl8o","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Knowledge"
"715","Reasonable","Emma","q_turk_R_1OCuCeL2vV5p1nT","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",15,"Knowledge"
"716","Reasonable","Darrel","q_turk_R_1OCuCeL2vV5p1nT","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",15,"Gettier"
"717","Reasonable","Gerald","q_turk_R_1OCuCeL2vV5p1nT","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",15,"Ignorance"
"718","Reasonable","Darrel","q_turk_R_1odxfD8fdoSmw7h","adaccbbc254a881db6c19b3224887bcc","Yes",46,"male",14,"Knowledge"
"719","Reasonable","Gerald","q_turk_R_1odxfD8fdoSmw7h","adaccbbc254a881db6c19b3224887bcc","Yes",46,"male",14,"Gettier"
"720","Reasonable","Emma","q_turk_R_1odxfD8fdoSmw7h","adaccbbc254a881db6c19b3224887bcc","Yes",46,"male",14,"Ignorance"
"724","Reasonable","Darrel","q_turk_R_1ohadfS6uhw4JtA","adaccbbc254a881db6c19b3224887bcc","Yes",30,"male",15,"Ignorance"
"725","Reasonable","Gerald","q_turk_R_1ohadfS6uhw4JtA","adaccbbc254a881db6c19b3224887bcc","Yes",30,"male",15,"Knowledge"
"726","Reasonable","Emma","q_turk_R_1ohadfS6uhw4JtA","adaccbbc254a881db6c19b3224887bcc","Yes",30,"male",15,"Gettier"
"730","Reasonable","Emma","q_turk_R_1OkPYX6saNKeDiB","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",14,"Ignorance"
"731","Reasonable","Darrel","q_turk_R_1OkPYX6saNKeDiB","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",14,"Knowledge"
"732","Reasonable","Gerald","q_turk_R_1OkPYX6saNKeDiB","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",14,"Gettier"
"733","Reasonable","Gerald","q_turk_R_1OOb5HfmPrHZ6Ol","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",18,"Gettier"
"734","Reasonable","Darrel","q_turk_R_1OOb5HfmPrHZ6Ol","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",18,"Ignorance"
"735","Reasonable","Emma","q_turk_R_1OOb5HfmPrHZ6Ol","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",18,"Knowledge"
"736","Reasonable","Gerald","q_turk_R_1OQexJRFsaEugvg","adaccbbc254a881db6c19b3224887bcc","Yes",52,"male",14,"Gettier"
"737","Reasonable","Darrel","q_turk_R_1OQexJRFsaEugvg","adaccbbc254a881db6c19b3224887bcc","Yes",52,"male",14,"Knowledge"
"738","Reasonable","Emma","q_turk_R_1OQexJRFsaEugvg","adaccbbc254a881db6c19b3224887bcc","Yes",52,"male",14,"Ignorance"
"742","Reasonable","Gerald","q_turk_R_1OZBg7HXqjltIaj","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Gettier"
"743","Reasonable","Darrel","q_turk_R_1OZBg7HXqjltIaj","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Ignorance"
"744","Reasonable","Emma","q_turk_R_1OZBg7HXqjltIaj","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Knowledge"
"745","Reasonable","Emma","q_turk_R_1PdvK06huUS4dgl","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",17,"Knowledge"
"746","Reasonable","Gerald","q_turk_R_1PdvK06huUS4dgl","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",17,"Ignorance"
"748","Reasonable","Gerald","q_turk_R_1pGzcjRR9IZPGuS","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",14,"Knowledge"
"749","Reasonable","Darrel","q_turk_R_1pGzcjRR9IZPGuS","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",14,"Ignorance"
"750","Reasonable","Emma","q_turk_R_1pGzcjRR9IZPGuS","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",14,"Gettier"
"754","Reasonable","Darrel","q_turk_R_1Q4sE9EL2XUmEi5","adaccbbc254a881db6c19b3224887bcc","Yes",43,"male",14,"Gettier"
"755","Reasonable","Emma","q_turk_R_1Q4sE9EL2XUmEi5","adaccbbc254a881db6c19b3224887bcc","Yes",43,"male",14,"Knowledge"
"756","Reasonable","Gerald","q_turk_R_1Q4sE9EL2XUmEi5","adaccbbc254a881db6c19b3224887bcc","Yes",43,"male",14,"Ignorance"
"757","Reasonable","Darrel","q_turk_R_1Q5BaraySaeasX0","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Gettier"
"758","Reasonable","Gerald","q_turk_R_1Q5BaraySaeasX0","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Knowledge"
"759","Reasonable","Emma","q_turk_R_1Q5BaraySaeasX0","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Ignorance"
"760","Reasonable","Darrel","q_turk_R_1QFsau8H4NrTE3O","adaccbbc254a881db6c19b3224887bcc","Yes",31,"male",12,"Ignorance"
"761","Reasonable","Gerald","q_turk_R_1QFsau8H4NrTE3O","adaccbbc254a881db6c19b3224887bcc","Yes",31,"male",12,"Knowledge"
"763","Reasonable","Darrel","q_turk_R_1QGfc8aoig3KRc9","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Ignorance"
"764","Reasonable","Emma","q_turk_R_1QGfc8aoig3KRc9","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Gettier"
"765","Reasonable","Gerald","q_turk_R_1QGfc8aoig3KRc9","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Knowledge"
"772","Reasonable","Darrel","q_turk_R_1rc6DoxnmMvgTsa","adaccbbc254a881db6c19b3224887bcc","Yes",49,"female",15,"Gettier"
"773","Reasonable","Gerald","q_turk_R_1rc6DoxnmMvgTsa","adaccbbc254a881db6c19b3224887bcc","Yes",49,"female",15,"Ignorance"
"774","Reasonable","Emma","q_turk_R_1rc6DoxnmMvgTsa","adaccbbc254a881db6c19b3224887bcc","Yes",49,"female",15,"Knowledge"
"778","Reasonable","Darrel","q_turk_R_1rf9jQfyVBI4Exv","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Knowledge"
"779","Reasonable","Emma","q_turk_R_1rf9jQfyVBI4Exv","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Ignorance"
"780","Reasonable","Gerald","q_turk_R_1rf9jQfyVBI4Exv","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Gettier"
"784","Reasonable","Gerald","q_turk_R_1Ump0SdYUn9egRr","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",15,"Gettier"
"785","Reasonable","Darrel","q_turk_R_1Ump0SdYUn9egRr","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",15,"Knowledge"
"786","Reasonable","Emma","q_turk_R_1Ump0SdYUn9egRr","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",15,"Ignorance"
"790","Reasonable","Emma","q_turk_R_20N0cpDYc9Lgo0j","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",17,"Ignorance"
"791","Reasonable","Darrel","q_turk_R_20N0cpDYc9Lgo0j","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",17,"Gettier"
"792","Reasonable","Gerald","q_turk_R_20N0cpDYc9Lgo0j","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",17,"Knowledge"
"793","Reasonable","Darrel","q_turk_R_20UMVtgRxBfXx8w","adaccbbc254a881db6c19b3224887bcc","Yes",36,"male",15,"Gettier"
"794","Unreasonable","Gerald","q_turk_R_20UMVtgRxBfXx8w","adaccbbc254a881db6c19b3224887bcc","Yes",36,"male",15,"Ignorance"
"795","Reasonable","Emma","q_turk_R_20UMVtgRxBfXx8w","adaccbbc254a881db6c19b3224887bcc","Yes",36,"male",15,"Knowledge"
"796","Reasonable","Gerald","q_turk_R_217oA0dQcCiyDAM","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",12,"Gettier"
"797","Reasonable","Darrel","q_turk_R_217oA0dQcCiyDAM","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",12,"Knowledge"
"798","Reasonable","Emma","q_turk_R_217oA0dQcCiyDAM","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",12,"Ignorance"
"799","Reasonable","Gerald","q_turk_R_21jqZFbhfVASkvw","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",14,"Ignorance"
"800","Reasonable","Emma","q_turk_R_21jqZFbhfVASkvw","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",14,"Gettier"
"801","Reasonable","Darrel","q_turk_R_21jqZFbhfVASkvw","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",14,"Knowledge"
"802","Reasonable","Darrel","q_turk_R_21tukWTaoHauG71","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",14,"Gettier"
"803","Reasonable","Emma","q_turk_R_21tukWTaoHauG71","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",14,"Ignorance"
"804","Reasonable","Gerald","q_turk_R_21tukWTaoHauG71","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",14,"Knowledge"
"805","Reasonable","Gerald","q_turk_R_22Df9QxVUQOuOus","adaccbbc254a881db6c19b3224887bcc","Yes",63,"male",15,"Ignorance"
"806","Reasonable","Darrel","q_turk_R_22Df9QxVUQOuOus","adaccbbc254a881db6c19b3224887bcc","Yes",63,"male",15,"Knowledge"
"807","Reasonable","Emma","q_turk_R_22Df9QxVUQOuOus","adaccbbc254a881db6c19b3224887bcc","Yes",63,"male",15,"Gettier"
"808","Reasonable","Gerald","q_turk_R_22JuKMSnoa6i9A1","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Knowledge"
"809","Reasonable","Emma","q_turk_R_22JuKMSnoa6i9A1","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Gettier"
"810","Reasonable","Darrel","q_turk_R_22JuKMSnoa6i9A1","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Ignorance"
"811","Reasonable","Emma","q_turk_R_22QccLe0sHCfkB6","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",14,"Gettier"
"812","Reasonable","Gerald","q_turk_R_22QccLe0sHCfkB6","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",14,"Knowledge"
"813","Reasonable","Darrel","q_turk_R_22QccLe0sHCfkB6","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",14,"Ignorance"
"814","Reasonable","Gerald","q_turk_R_2391iWdeAFlmxDZ","adaccbbc254a881db6c19b3224887bcc","Yes",62,"male",15,"Ignorance"
"815","Reasonable","Emma","q_turk_R_2391iWdeAFlmxDZ","adaccbbc254a881db6c19b3224887bcc","Yes",62,"male",15,"Knowledge"
"816","Reasonable","Darrel","q_turk_R_2391iWdeAFlmxDZ","adaccbbc254a881db6c19b3224887bcc","Yes",62,"male",15,"Gettier"
"817","Reasonable","Emma","q_turk_R_23d7nGXeFa6yu3N","adaccbbc254a881db6c19b3224887bcc","Yes",42,"female",15,"Gettier"
"818","Reasonable","Gerald","q_turk_R_23d7nGXeFa6yu3N","adaccbbc254a881db6c19b3224887bcc","Yes",42,"female",15,"Ignorance"
"819","Reasonable","Darrel","q_turk_R_23d7nGXeFa6yu3N","adaccbbc254a881db6c19b3224887bcc","Yes",42,"female",15,"Knowledge"
"820","Reasonable","Gerald","q_turk_R_24OFNw4JNssya9a","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",14,"Gettier"
"821","Reasonable","Emma","q_turk_R_24OFNw4JNssya9a","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",14,"Ignorance"
"822","Reasonable","Darrel","q_turk_R_24OFNw4JNssya9a","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",14,"Knowledge"
"824","Reasonable","Gerald","q_turk_R_24OQHBsfD0FsoNG","adaccbbc254a881db6c19b3224887bcc","Yes",23,"male",15,"Knowledge"
"825","Unreasonable","Emma","q_turk_R_24OQHBsfD0FsoNG","adaccbbc254a881db6c19b3224887bcc","Yes",23,"male",15,"Ignorance"
"832","Reasonable","Emma","q_turk_R_25Rr0dBG8C5lcsd","adaccbbc254a881db6c19b3224887bcc","Yes",52,"female",17,"Knowledge"
"833","Reasonable","Darrel","q_turk_R_25Rr0dBG8C5lcsd","adaccbbc254a881db6c19b3224887bcc","Yes",52,"female",17,"Ignorance"
"834","Reasonable","Gerald","q_turk_R_25Rr0dBG8C5lcsd","adaccbbc254a881db6c19b3224887bcc","Yes",52,"female",17,"Gettier"
"835","Reasonable","Gerald","q_turk_R_25ZsU3ld31zagyT","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",17,"Ignorance"
"836","Reasonable","Emma","q_turk_R_25ZsU3ld31zagyT","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",17,"Gettier"
"837","Reasonable","Darrel","q_turk_R_25ZsU3ld31zagyT","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",17,"Knowledge"
"838","Reasonable","Emma","q_turk_R_25zTkno4xzDKpDK","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",14,"Ignorance"
"839","Reasonable","Darrel","q_turk_R_25zTkno4xzDKpDK","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",14,"Gettier"
"840","Reasonable","Gerald","q_turk_R_25zTkno4xzDKpDK","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",14,"Knowledge"
"841","Reasonable","Gerald","q_turk_R_263zHtnJAwiSymx","adaccbbc254a881db6c19b3224887bcc","Yes",45,"female",14,"Gettier"
"842","Unreasonable","Darrel","q_turk_R_263zHtnJAwiSymx","adaccbbc254a881db6c19b3224887bcc","Yes",45,"female",14,"Ignorance"
"843","Reasonable","Emma","q_turk_R_263zHtnJAwiSymx","adaccbbc254a881db6c19b3224887bcc","Yes",45,"female",14,"Knowledge"
"844","Reasonable","Darrel","q_turk_R_277LxCI41OSOcjh","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",14,"Ignorance"
"845","Reasonable","Gerald","q_turk_R_277LxCI41OSOcjh","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",14,"Gettier"
"846","Reasonable","Emma","q_turk_R_277LxCI41OSOcjh","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",14,"Knowledge"
"847","Reasonable","Emma","q_turk_R_277n59QRvTM8Avd","adaccbbc254a881db6c19b3224887bcc","Yes",38,"female",15,"Ignorance"
"848","Reasonable","Gerald","q_turk_R_277n59QRvTM8Avd","adaccbbc254a881db6c19b3224887bcc","Yes",38,"female",15,"Gettier"
"849","Reasonable","Darrel","q_turk_R_277n59QRvTM8Avd","adaccbbc254a881db6c19b3224887bcc","Yes",38,"female",15,"Knowledge"
"850","Reasonable","Emma","q_turk_R_27aq6xZCEMQGxxM","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Gettier"
"851","Reasonable","Gerald","q_turk_R_27aq6xZCEMQGxxM","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Ignorance"
"852","Reasonable","Darrel","q_turk_R_27aq6xZCEMQGxxM","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Knowledge"
"856","Reasonable","Darrel","q_turk_R_27ysUbWulkxifu3","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",15,"Gettier"
"857","Reasonable","Emma","q_turk_R_27ysUbWulkxifu3","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",15,"Knowledge"
"858","Reasonable","Gerald","q_turk_R_27ysUbWulkxifu3","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",15,"Ignorance"
"865","Reasonable","Gerald","q_turk_R_2afaaYHRWAVXFmE","adaccbbc254a881db6c19b3224887bcc","Yes",50,"male",14,"Knowledge"
"866","Reasonable","Emma","q_turk_R_2afaaYHRWAVXFmE","adaccbbc254a881db6c19b3224887bcc","Yes",50,"male",14,"Gettier"
"867","Reasonable","Darrel","q_turk_R_2afaaYHRWAVXFmE","adaccbbc254a881db6c19b3224887bcc","Yes",50,"male",14,"Ignorance"
"868","Reasonable","Darrel","q_turk_R_2alxWoxDbXPVxFy","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Gettier"
"869","Reasonable","Emma","q_turk_R_2alxWoxDbXPVxFy","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Ignorance"
"870","Reasonable","Gerald","q_turk_R_2alxWoxDbXPVxFy","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Knowledge"
"871","Reasonable","Gerald","q_turk_R_2alZX9e4tBVIHyk","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",15,"Knowledge"
"872","Reasonable","Emma","q_turk_R_2alZX9e4tBVIHyk","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",15,"Gettier"
"873","Reasonable","Darrel","q_turk_R_2alZX9e4tBVIHyk","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",15,"Ignorance"
"874","Reasonable","Emma","q_turk_R_2atuJnqRCqzqSno","adaccbbc254a881db6c19b3224887bcc","Yes",46,"female",14,"Knowledge"
"875","Reasonable","Darrel","q_turk_R_2atuJnqRCqzqSno","adaccbbc254a881db6c19b3224887bcc","Yes",46,"female",14,"Gettier"
"876","Reasonable","Gerald","q_turk_R_2atuJnqRCqzqSno","adaccbbc254a881db6c19b3224887bcc","Yes",46,"female",14,"Ignorance"
"877","Reasonable","Emma","q_turk_R_2awUhM0mF6MRDA3","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",15,"Knowledge"
"878","Reasonable","Darrel","q_turk_R_2awUhM0mF6MRDA3","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",15,"Gettier"
"879","Reasonable","Gerald","q_turk_R_2awUhM0mF6MRDA3","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",15,"Ignorance"
"880","Reasonable","Darrel","q_turk_R_2aXdLcVYiAb1ksR","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Gettier"
"881","Reasonable","Gerald","q_turk_R_2aXdLcVYiAb1ksR","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Knowledge"
"882","Reasonable","Emma","q_turk_R_2aXdLcVYiAb1ksR","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Ignorance"
"883","Reasonable","Darrel","q_turk_R_2B8M6PUiCwSHPJu","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",14,"Knowledge"
"884","Unreasonable","Emma","q_turk_R_2B8M6PUiCwSHPJu","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",14,"Ignorance"
"885","Reasonable","Gerald","q_turk_R_2B8M6PUiCwSHPJu","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",14,"Gettier"
"886","Reasonable","Emma","q_turk_R_2BaPOZU71CQVO7I","adaccbbc254a881db6c19b3224887bcc","Yes",32,"female",15,"Ignorance"
"887","Reasonable","Darrel","q_turk_R_2BaPOZU71CQVO7I","adaccbbc254a881db6c19b3224887bcc","Yes",32,"female",15,"Gettier"
"888","Reasonable","Gerald","q_turk_R_2BaPOZU71CQVO7I","adaccbbc254a881db6c19b3224887bcc","Yes",32,"female",15,"Knowledge"
"889","Reasonable","Darrel","q_turk_R_2Bb5RA2hihxfnym","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",17,"Knowledge"
"890","Reasonable","Emma","q_turk_R_2Bb5RA2hihxfnym","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",17,"Gettier"
"891","Reasonable","Gerald","q_turk_R_2Bb5RA2hihxfnym","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",17,"Ignorance"
"892","Reasonable","Darrel","q_turk_R_2bIWjA2hPMWmjh0","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",15,"Gettier"
"893","Reasonable","Gerald","q_turk_R_2bIWjA2hPMWmjh0","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",15,"Knowledge"
"894","Reasonable","Emma","q_turk_R_2bIWjA2hPMWmjh0","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",15,"Ignorance"
"895","Reasonable","Gerald","q_turk_R_2bTAj1QrMFbAb5v","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Ignorance"
"896","Unreasonable","Emma","q_turk_R_2bTAj1QrMFbAb5v","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Gettier"
"897","Reasonable","Darrel","q_turk_R_2bTAj1QrMFbAb5v","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Knowledge"
"898","Reasonable","Emma","q_turk_R_2bUYT3iURE2uAVT","adaccbbc254a881db6c19b3224887bcc","Yes",56,"female",15,"Gettier"
"899","Reasonable","Gerald","q_turk_R_2bUYT3iURE2uAVT","adaccbbc254a881db6c19b3224887bcc","Yes",56,"female",15,"Knowledge"
"900","Unreasonable","Darrel","q_turk_R_2bUYT3iURE2uAVT","adaccbbc254a881db6c19b3224887bcc","Yes",56,"female",15,"Ignorance"
"901","Reasonable","Emma","q_turk_R_2Cvvrcb5a0SmSKE","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",12,"Gettier"
"902","Reasonable","Darrel","q_turk_R_2Cvvrcb5a0SmSKE","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",12,"Ignorance"
"903","Reasonable","Gerald","q_turk_R_2Cvvrcb5a0SmSKE","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",12,"Knowledge"
"907","Reasonable","Emma","q_turk_R_2D5o7teSlDgK6rg","adaccbbc254a881db6c19b3224887bcc","Yes",31,"female",12,"Gettier"
"908","Unreasonable","Gerald","q_turk_R_2D5o7teSlDgK6rg","adaccbbc254a881db6c19b3224887bcc","Yes",31,"female",12,"Ignorance"
"909","Reasonable","Darrel","q_turk_R_2D5o7teSlDgK6rg","adaccbbc254a881db6c19b3224887bcc","Yes",31,"female",12,"Knowledge"
"910","Reasonable","Gerald","q_turk_R_2D8qQYXJfsh0gIk","adaccbbc254a881db6c19b3224887bcc","Yes",76,"male",14,"Ignorance"
"911","Reasonable","Darrel","q_turk_R_2D8qQYXJfsh0gIk","adaccbbc254a881db6c19b3224887bcc","Yes",76,"male",14,"Knowledge"
"912","Reasonable","Emma","q_turk_R_2D8qQYXJfsh0gIk","adaccbbc254a881db6c19b3224887bcc","Yes",76,"male",14,"Gettier"
"913","Unreasonable","Gerald","q_turk_R_2dAQRmckvle8iyk","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",17,"Gettier"
"914","Reasonable","Emma","q_turk_R_2dAQRmckvle8iyk","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",17,"Ignorance"
